merge_id_muni,id_muni1980,id_muni1985,id_muni1990,id_muni1995,id_muni2000,id_muni2005,id_muni2010,id_muni2015,id_muni2020,name_muni1980,name_muni1985,name_muni1990,name_muni1995,name_muni2000,name_muni2005,name_muni2010,name_muni2015,name_muni2020,note_merge_consol,note_merge_incorp,note_seirei,note_city,note_town,note_change_zone,note_change_name
1100,1100,1100,1100,1100,1100,1100,1100,1100,1100,北海道 札幌市,北海道 札幌市,北海道 札幌市,北海道 札幌市,北海道 札幌市,北海道 札幌市,北海道 札幌市,北海道 札幌市,北海道 札幌市,,,,,,,
1202,1202,1202,1202,1202,1202,1202,1202,1202,1202,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,,2004年12月1日、戸井町(01339)、恵山町(01340)、椴法華村(01341)、南茅部町(01342)が函館市(01202)に編入,,,,,
1339,1339,1339,1339,1339,1339,1202,1202,1202,1202,北海道 渡島支庁 戸井町,北海道 渡島支庁 戸井町,北海道 渡島支庁 戸井町,北海道 渡島支庁 戸井町,北海道 渡島支庁 戸井町,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,,2004年12月1日、戸井町(01339)、恵山町(01340)、椴法華村(01341)、南茅部町(01342)が函館市(01202)に編入,,,,,
1340,1340,1340,1340,1340,1340,1202,1202,1202,1202,北海道 渡島支庁 尻岸内町,北海道 渡島支庁 恵山町,北海道 渡島支庁 恵山町,北海道 渡島支庁 恵山町,北海道 渡島支庁 恵山町,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,,2004年12月1日、戸井町(01339)、恵山町(01340)、椴法華村(01341)、南茅部町(01342)が函館市(01202)に編入,,,,,1985年4月1日、尻岸内町(01340)が恵山町(01340)に名称変更
1341,1341,1341,1341,1341,1341,1202,1202,1202,1202,北海道 渡島支庁 椴法華村,北海道 渡島支庁 椴法華村,北海道 渡島支庁 椴法華村,北海道 渡島支庁 椴法華村,北海道 渡島支庁 椴法華村,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,,2004年12月1日、戸井町(01339)、恵山町(01340)、椴法華村(01341)、南茅部町(01342)が函館市(01202)に編入,,,,,
1342,1342,1342,1342,1342,1342,1202,1202,1202,1202,北海道 渡島支庁 南茅部町,北海道 渡島支庁 南茅部町,北海道 渡島支庁 南茅部町,北海道 渡島支庁 南茅部町,北海道 渡島支庁 南茅部町,北海道 函館市,北海道 函館市,北海道 函館市,北海道 函館市,,2004年12月1日、戸井町(01339)、恵山町(01340)、椴法華村(01341)、南茅部町(01342)が函館市(01202)に編入,,,,,
1203,1203,1203,1203,1203,1203,1203,1203,1203,1203,北海道 小樽市,北海道 小樽市,北海道 小樽市,北海道 小樽市,北海道 小樽市,北海道 小樽市,北海道 小樽市,北海道 小樽市,北海道 小樽市,,,,,,,
1204,1204,1204,1204,1204,1204,1204,1204,1204,1204,北海道 旭川市,北海道 旭川市,北海道 旭川市,北海道 旭川市,北海道 旭川市,北海道 旭川市,北海道 旭川市,北海道 旭川市,北海道 旭川市,,,,,,,
1205,1205,1205,1205,1205,1205,1205,1205,1205,1205,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,北海道 室蘭市,,,,,,,
1206,1206,1206,1206,1206,1206,1206,1206,1206,1206,北海道 釧路市,北海道 釧路市,北海道 釧路市,北海道 釧路市,北海道 釧路市,北海道 釧路市,北海道 釧路市,北海道 釧路市,北海道 釧路市,2005年10月11日、釧路市(01206)、阿寒町(01666)、音別町(01669)が合併し、釧路市(01206)を新設,,,,,,
1666,1666,1666,1666,1666,1666,1666,1206,1206,1206,北海道 釧路支庁 阿寒町,北海道 釧路支庁 阿寒町,北海道 釧路支庁 阿寒町,北海道 釧路支庁 阿寒町,北海道 釧路支庁 阿寒町,北海道 釧路支庁 阿寒町,北海道 釧路市,北海道 釧路市,北海道 釧路市,2005年10月11日、釧路市(01206)、阿寒町(01666)、音別町(01669)が合併し、釧路市(01206)を新設,,,,,,
1669,1669,1669,1669,1669,1669,1669,1206,1206,1206,北海道 釧路支庁 音別町,北海道 釧路支庁 音別町,北海道 釧路支庁 音別町,北海道 釧路支庁 音別町,北海道 釧路支庁 音別町,北海道 釧路支庁 音別町,北海道 釧路市,北海道 釧路市,北海道 釧路市,2005年10月11日、釧路市(01206)、阿寒町(01666)、音別町(01669)が合併し、釧路市(01206)を新設,,,,,,
1207,1207,1207,1207,1207,1207,1207,1207,1207,1207,北海道 帯広市,北海道 帯広市,北海道 帯広市,北海道 帯広市,北海道 帯広市,北海道 帯広市,北海道 帯広市,北海道 帯広市,北海道 帯広市,,,,,,,
1208,1208,1208,1208,1208,1208,1208,1208,1208,1208,北海道 北見市,北海道 北見市,北海道 北見市,北海道 北見市,北海道 北見市,北海道 北見市,北海道 北見市,北海道 北見市,北海道 北見市,2006年3月5日、北見市(01208)、端野町(01548)、留辺蘂町(01551)、常呂町(01553)が合併し、北見市(01208)を新設,,,,,,
1548,1548,1548,1548,1548,1548,1548,1208,1208,1208,北海道 網走支庁 端野町,北海道 網走支庁 端野町,北海道 網走支庁 端野町,北海道 網走支庁 端野町,北海道 網走支庁 端野町,北海道 網走支庁 端野町,北海道 北見市,北海道 北見市,北海道 北見市,2006年3月5日、北見市(01208)、端野町(01548)、留辺蘂町(01551)、常呂町(01553)が合併し、北見市(01208)を新設,,,,,,
1551,1551,1551,1551,1551,1551,1551,1208,1208,1208,北海道 網走支庁 留辺蘂町,北海道 網走支庁 留辺蘂町,北海道 網走支庁 留辺蘂町,北海道 網走支庁 留辺蘂町,北海道 網走支庁 留辺蘂町,北海道 網走支庁 留辺蘂町,北海道 北見市,北海道 北見市,北海道 北見市,2006年3月5日、北見市(01208)、端野町(01548)、留辺蘂町(01551)、常呂町(01553)が合併し、北見市(01208)を新設,,,,,,
1553,1553,1553,1553,1553,1553,1553,1208,1208,1208,北海道 網走支庁 常呂町,北海道 網走支庁 常呂町,北海道 網走支庁 常呂町,北海道 網走支庁 常呂町,北海道 網走支庁 常呂町,北海道 網走支庁 常呂町,北海道 北見市,北海道 北見市,北海道 北見市,2006年3月5日、北見市(01208)、端野町(01548)、留辺蘂町(01551)、常呂町(01553)が合併し、北見市(01208)を新設,,,,,,
1209,1209,1209,1209,1209,1209,1209,1209,1209,1209,北海道 夕張市,北海道 夕張市,北海道 夕張市,北海道 夕張市,北海道 夕張市,北海道 夕張市,北海道 夕張市,北海道 夕張市,北海道 夕張市,,,,,,,
1210,1210,1210,1210,1210,1210,1210,1210,1210,1210,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,,2006年3月27日、北村(01421)、栗沢町(01422)が岩見沢市(01210)に編入,,,,,
1421,1421,1421,1421,1421,1421,1421,1210,1210,1210,北海道 空知支庁 北村,北海道 空知支庁 北村,北海道 空知支庁 北村,北海道 空知支庁 北村,北海道 空知支庁 北村,北海道 空知支庁 北村,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,,2006年3月27日、北村(01421)、栗沢町(01422)が岩見沢市(01210)に編入,,,,,
1422,1422,1422,1422,1422,1422,1422,1210,1210,1210,北海道 空知支庁 栗沢町,北海道 空知支庁 栗沢町,北海道 空知支庁 栗沢町,北海道 空知支庁 栗沢町,北海道 空知支庁 栗沢町,北海道 空知支庁 栗沢町,北海道 岩見沢市,北海道 岩見沢市,北海道 岩見沢市,,2006年3月27日、北村(01421)、栗沢町(01422)が岩見沢市(01210)に編入,,,,,
1211,1211,1211,1211,1211,1211,1211,1211,1211,1211,北海道 網走市,北海道 網走市,北海道 網走市,北海道 網走市,北海道 網走市,北海道 網走市,北海道 網走市,北海道 網走市,北海道 網走市,,,,,,,
1212,1212,1212,1212,1212,1212,1212,1212,1212,1212,北海道 留萌市,北海道 留萌市,北海道 留萌市,北海道 留萌市,北海道 留萌市,北海道 留萌市,北海道 留萌市,北海道 留萌市,北海道 留萌市,,,,,,,
1213,1213,1213,1213,1213,1213,1213,1213,1213,1213,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,北海道 苫小牧市,,,,,,,
1214,1214,1214,1214,1214,1214,1214,1214,1214,1214,北海道 稚内市,北海道 稚内市,北海道 稚内市,北海道 稚内市,北海道 稚内市,北海道 稚内市,北海道 稚内市,北海道 稚内市,北海道 稚内市,,,,,,,
1215,1215,1215,1215,1215,1215,1215,1215,1215,1215,北海道 美唄市,北海道 美唄市,北海道 美唄市,北海道 美唄市,北海道 美唄市,北海道 美唄市,北海道 美唄市,北海道 美唄市,北海道 美唄市,,,,,,,
1216,1216,1216,1216,1216,1216,1216,1216,1216,1216,北海道 芦別市,北海道 芦別市,北海道 芦別市,北海道 芦別市,北海道 芦別市,北海道 芦別市,北海道 芦別市,北海道 芦別市,北海道 芦別市,,,,,,,
1217,1217,1217,1217,1217,1217,1217,1217,1217,1217,北海道 江別市,北海道 江別市,北海道 江別市,北海道 江別市,北海道 江別市,北海道 江別市,北海道 江別市,北海道 江別市,北海道 江別市,,,,,,,
1218,1218,1218,1218,1218,1218,1218,1218,1218,1218,北海道 赤平市,北海道 赤平市,北海道 赤平市,北海道 赤平市,北海道 赤平市,北海道 赤平市,北海道 赤平市,北海道 赤平市,北海道 赤平市,,,,,,,
1219,1219,1219,1219,1219,1219,1219,1219,1219,1219,北海道 紋別市,北海道 紋別市,北海道 紋別市,北海道 紋別市,北海道 紋別市,北海道 紋別市,北海道 紋別市,北海道 紋別市,北海道 紋別市,,,,,,,
1220,1220,1220,1220,1220,1220,1220,1220,1220,1220,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,2005年9月1日、士別市(01220)、朝日町(01466)が合併し、士別市(01220)を新設,,,,,,
1466,1466,1466,1466,1466,1466,1220,1220,1220,1220,北海道 上川支庁 朝日町,北海道 上川支庁 朝日町,北海道 上川支庁 朝日町,北海道 上川支庁 朝日町,北海道 上川支庁 朝日町,北海道 士別市,北海道 士別市,北海道 士別市,北海道 士別市,2005年9月1日、士別市(01220)、朝日町(01466)が合併し、士別市(01220)を新設,,,,,,
1221,1221,1221,1221,1221,1221,1221,1221,1221,1221,北海道 名寄市,北海道 名寄市,北海道 名寄市,北海道 名寄市,北海道 名寄市,北海道 名寄市,北海道 名寄市,北海道 名寄市,北海道 名寄市,2006年3月27日、名寄市(01221)、風連町(01467)が合併し、名寄市(01221)を新設,,,,,,
1467,1467,1467,1467,1467,1467,1467,1221,1221,1221,北海道 上川支庁 風連町,北海道 上川支庁 風連町,北海道 上川支庁 風連町,北海道 上川支庁 風連町,北海道 上川支庁 風連町,北海道 上川支庁 風連町,北海道 名寄市,北海道 名寄市,北海道 名寄市,2006年3月27日、名寄市(01221)、風連町(01467)が合併し、名寄市(01221)を新設,,,,,,
1222,1222,1222,1222,1222,1222,1222,1222,1222,1222,北海道 三笠市,北海道 三笠市,北海道 三笠市,北海道 三笠市,北海道 三笠市,北海道 三笠市,北海道 三笠市,北海道 三笠市,北海道 三笠市,,,,,,,
1223,1223,1223,1223,1223,1223,1223,1223,1223,1223,北海道 根室市,北海道 根室市,北海道 根室市,北海道 根室市,北海道 根室市,北海道 根室市,北海道 根室市,北海道 根室市,北海道 根室市,,,,,,,
1224,1224,1224,1224,1224,1224,1224,1224,1224,1224,北海道 千歳市,北海道 千歳市,北海道 千歳市,北海道 千歳市,北海道 千歳市,北海道 千歳市,北海道 千歳市,北海道 千歳市,北海道 千歳市,,,,,,,
1225,1225,1225,1225,1225,1225,1225,1225,1225,1225,北海道 滝川市,北海道 滝川市,北海道 滝川市,北海道 滝川市,北海道 滝川市,北海道 滝川市,北海道 滝川市,北海道 滝川市,北海道 滝川市,,,,,,,
1226,1226,1226,1226,1226,1226,1226,1226,1226,1226,北海道 砂川市,北海道 砂川市,北海道 砂川市,北海道 砂川市,北海道 砂川市,北海道 砂川市,北海道 砂川市,北海道 砂川市,北海道 砂川市,,,,,,,
1227,1227,1227,1227,1227,1227,1227,1227,1227,1227,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,北海道 歌志内市,,,,,,,
1228,1228,1228,1228,1228,1228,1228,1228,1228,1228,北海道 深川市,北海道 深川市,北海道 深川市,北海道 深川市,北海道 深川市,北海道 深川市,北海道 深川市,北海道 深川市,北海道 深川市,,,,,,,
1229,1229,1229,1229,1229,1229,1229,1229,1229,1229,北海道 富良野市,北海道 富良野市,北海道 富良野市,北海道 富良野市,北海道 富良野市,北海道 富良野市,北海道 富良野市,北海道 富良野市,北海道 富良野市,,,,,,,
1230,1230,1230,1230,1230,1230,1230,1230,1230,1230,北海道 登別市,北海道 登別市,北海道 登別市,北海道 登別市,北海道 登別市,北海道 登別市,北海道 登別市,北海道 登別市,北海道 登別市,,,,,,,
1231,1231,1231,1231,1231,1231,1231,1231,1231,1231,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,北海道 恵庭市,,,,,,,
1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,北海道 伊達市,北海道 伊達市,北海道 伊達市,北海道 伊達市,北海道 伊達市,北海道 伊達市,北海道 伊達市,北海道 伊達市,北海道 伊達市,,2006年3月1日、大滝村(01574)が伊達市(01233)に編入,,,,,
1574,1574,1574,1574,1574,1574,1574,1233,1233,1233,北海道 胆振支庁 大滝村,北海道 胆振支庁 大滝村,北海道 胆振支庁 大滝村,北海道 胆振支庁 大滝村,北海道 胆振支庁 大滝村,北海道 胆振支庁 大滝村,北海道 伊達市,北海道 伊達市,北海道 伊達市,,2006年3月1日、大滝村(01574)が伊達市(01233)に編入,,,,,
1234,,,,,1234,1234,1234,1234,1234,,,,,北海道 北広島市,北海道 北広島市,北海道 北広島市,北海道 北広島市,北海道 北広島市,,,,1996年9月1日、広島町(01301)が広島市に市制施行し、北広島市(01234)に名称変更,,,1996年9月1日、広島町(01301)が広島市に市制施行し、北広島市(01234)に名称変更
1301,1301,1301,1301,1301,1234,1234,1234,1234,1234,北海道 石狩支庁 広島町,北海道 石狩支庁 広島町,北海道 石狩支庁 広島町,北海道 石狩支庁 広島町,北海道 北広島市,北海道 北広島市,北海道 北広島市,北海道 北広島市,北海道 北広島市,,,,1996年9月1日、広島町(01301)が広島市に市制施行し、北広島市(01234)に名称変更,,,1996年9月1日、広島町(01301)が広島市に市制施行し、北広島市(01234)に名称変更
1235,,,,,1235,1235,1235,1235,1235,,,,,北海道 石狩市,北海道 石狩市,北海道 石狩市,北海道 石狩市,北海道 石狩市,,2005年10月1日、厚田村(01305)、浜益村(01306)が石狩市(01235)に編入,,1996年9月1日、石狩町(01302)が石狩市(01235)に市制施行,,,
1302,1302,1302,1302,1302,1235,1235,1235,1235,1235,北海道 石狩支庁 石狩町,北海道 石狩支庁 石狩町,北海道 石狩支庁 石狩町,北海道 石狩支庁 石狩町,北海道 石狩市,北海道 石狩市,北海道 石狩市,北海道 石狩市,北海道 石狩市,,,,1996年9月1日、石狩町(01302)が石狩市(01235)に市制施行,,,
1305,1305,1305,1305,1305,1305,1235,1235,1235,1235,北海道 石狩支庁 厚田村,北海道 石狩支庁 厚田村,北海道 石狩支庁 厚田村,北海道 石狩支庁 厚田村,北海道 石狩支庁 厚田村,北海道 石狩市,北海道 石狩市,北海道 石狩市,北海道 石狩市,,2005年10月1日、厚田村(01305)、浜益村(01306)が石狩市(01235)に編入,,,,,
1306,1306,1306,1306,1306,1306,1235,1235,1235,1235,北海道 石狩支庁 浜益村,北海道 石狩支庁 浜益村,北海道 石狩支庁 浜益村,北海道 石狩支庁 浜益村,北海道 石狩支庁 浜益村,北海道 石狩市,北海道 石狩市,北海道 石狩市,北海道 石狩市,,2005年10月1日、厚田村(01305)、浜益村(01306)が石狩市(01235)に編入,,,,,
1236,,,,,,,1236,1236,1236,,,,,,,北海道 北斗市,北海道 北斗市,北海道 北斗市,2006年2月1日、上磯町(01335)、大野町(01336)が合併し、北斗市(01236)を新設,,,,,,
1335,1335,1335,1335,1335,1335,1335,1236,1236,1236,北海道 渡島支庁 上磯町,北海道 渡島支庁 上磯町,北海道 渡島支庁 上磯町,北海道 渡島支庁 上磯町,北海道 渡島支庁 上磯町,北海道 渡島支庁 上磯町,北海道 北斗市,北海道 北斗市,北海道 北斗市,2006年2月1日、上磯町(01335)、大野町(01336)が合併し、北斗市(01236)を新設,,,,,,
1336,1336,1336,1336,1336,1336,1336,1236,1236,1236,北海道 渡島支庁 大野町,北海道 渡島支庁 大野町,北海道 渡島支庁 大野町,北海道 渡島支庁 大野町,北海道 渡島支庁 大野町,北海道 渡島支庁 大野町,北海道 北斗市,北海道 北斗市,北海道 北斗市,2006年2月1日、上磯町(01335)、大野町(01336)が合併し、北斗市(01236)を新設,,,,,,
1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,北海道 石狩支庁 当別町,北海道 石狩支庁 当別町,北海道 石狩支庁 当別町,北海道 石狩支庁 当別町,北海道 石狩支庁 当別町,北海道 石狩支庁 当別町,北海道 石狩振興局 当別町,北海道 石狩振興局 当別町,北海道 石狩振興局 当別町,,,,,,,
1304,1304,1304,1304,1304,1304,1304,1304,1304,1304,北海道 石狩支庁 新篠津村,北海道 石狩支庁 新篠津村,北海道 石狩支庁 新篠津村,北海道 石狩支庁 新篠津村,北海道 石狩支庁 新篠津村,北海道 石狩支庁 新篠津村,北海道 石狩振興局 新篠津村,北海道 石狩振興局 新篠津村,北海道 石狩振興局 新篠津村,,,,,,,
1331,1331,1331,1331,1331,1331,1331,1331,1331,1331,北海道 渡島支庁 松前町,北海道 渡島支庁 松前町,北海道 渡島支庁 松前町,北海道 渡島支庁 松前町,北海道 渡島支庁 松前町,北海道 渡島支庁 松前町,北海道 渡島総合振興局 松前町,北海道 渡島総合振興局 松前町,北海道 渡島総合振興局 松前町,,,,,,,
1332,1332,1332,1332,1332,1332,1332,1332,1332,1332,北海道 渡島支庁 福島町,北海道 渡島支庁 福島町,北海道 渡島支庁 福島町,北海道 渡島支庁 福島町,北海道 渡島支庁 福島町,北海道 渡島支庁 福島町,北海道 渡島総合振興局 福島町,北海道 渡島総合振興局 福島町,北海道 渡島総合振興局 福島町,,,,,,,
1333,1333,1333,1333,1333,1333,1333,1333,1333,1333,北海道 渡島支庁 知内町,北海道 渡島支庁 知内町,北海道 渡島支庁 知内町,北海道 渡島支庁 知内町,北海道 渡島支庁 知内町,北海道 渡島支庁 知内町,北海道 渡島総合振興局 知内町,北海道 渡島総合振興局 知内町,北海道 渡島総合振興局 知内町,,,,,,,
1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,北海道 渡島支庁 木古内町,北海道 渡島支庁 木古内町,北海道 渡島支庁 木古内町,北海道 渡島支庁 木古内町,北海道 渡島支庁 木古内町,北海道 渡島支庁 木古内町,北海道 渡島総合振興局 木古内町,北海道 渡島総合振興局 木古内町,北海道 渡島総合振興局 木古内町,,,,,,,
1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,北海道 渡島支庁 七飯町,北海道 渡島支庁 七飯町,北海道 渡島支庁 七飯町,北海道 渡島支庁 七飯町,北海道 渡島支庁 七飯町,北海道 渡島支庁 七飯町,北海道 渡島総合振興局 七飯町,北海道 渡島総合振興局 七飯町,北海道 渡島総合振興局 七飯町,,,,,,,
1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,北海道 渡島支庁 鹿部村,北海道 渡島支庁 鹿部町,北海道 渡島支庁 鹿部町,北海道 渡島支庁 鹿部町,北海道 渡島支庁 鹿部町,北海道 渡島支庁 鹿部町,北海道 渡島総合振興局 鹿部町,北海道 渡島総合振興局 鹿部町,北海道 渡島総合振興局 鹿部町,,,,,1983年12月1日、鹿部村(01343)が鹿部町(01343)に町制施行,,
1344,1344,1344,1344,1344,1344,1345,1345,1345,1345,北海道 渡島支庁 砂原町,北海道 渡島支庁 砂原町,北海道 渡島支庁 砂原町,北海道 渡島支庁 砂原町,北海道 渡島支庁 砂原町,北海道 渡島支庁 森町,北海道 渡島総合振興局 森町,北海道 渡島総合振興局 森町,北海道 渡島総合振興局 森町,2005年4月1日、砂原町(01344)、森町(01345)が合併し、森町(01345)を新設,,,,,,
1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,北海道 渡島支庁 森町,北海道 渡島支庁 森町,北海道 渡島支庁 森町,北海道 渡島支庁 森町,北海道 渡島支庁 森町,北海道 渡島支庁 森町,北海道 渡島総合振興局 森町,北海道 渡島総合振興局 森町,北海道 渡島総合振興局 森町,2005年4月1日、砂原町(01344)、森町(01345)が合併し、森町(01345)を新設,,,,,,
1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,北海道 渡島支庁 八雲町,北海道 渡島支庁 八雲町,北海道 渡島支庁 八雲町,北海道 渡島支庁 八雲町,北海道 渡島支庁 八雲町,北海道 渡島支庁 八雲町,北海道 渡島総合振興局 八雲町,北海道 渡島総合振興局 八雲町,北海道 渡島総合振興局 八雲町,2005年10月1日、八雲町(01346)、熊石町(01365)が合併し、八雲町(01346)を新設,,,,,,
1365,1365,1365,1365,1365,1365,1346,1346,1346,1346,北海道 檜山支庁 熊石町,北海道 檜山支庁 熊石町,北海道 檜山支庁 熊石町,北海道 檜山支庁 熊石町,北海道 檜山支庁 熊石町,北海道 渡島支庁 八雲町,北海道 渡島総合振興局 八雲町,北海道 渡島総合振興局 八雲町,北海道 渡島総合振興局 八雲町,2005年10月1日、八雲町(01346)、熊石町(01365)が合併し、八雲町(01346)を新設,,,,,,
1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,北海道 渡島支庁 長万部町,北海道 渡島支庁 長万部町,北海道 渡島支庁 長万部町,北海道 渡島支庁 長万部町,北海道 渡島支庁 長万部町,北海道 渡島支庁 長万部町,北海道 渡島総合振興局 長万部町,北海道 渡島総合振興局 長万部町,北海道 渡島総合振興局 長万部町,,,,,,,
1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,北海道 檜山支庁 江差町,北海道 檜山支庁 江差町,北海道 檜山支庁 江差町,北海道 檜山支庁 江差町,北海道 檜山支庁 江差町,北海道 檜山支庁 江差町,北海道 檜山振興局 江差町,北海道 檜山振興局 江差町,北海道 檜山振興局 江差町,,,,,,,
1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,北海道 檜山支庁 上ノ国町,北海道 檜山支庁 上ノ国町,北海道 檜山支庁 上ノ国町,北海道 檜山支庁 上ノ国町,北海道 檜山支庁 上ノ国町,北海道 檜山支庁 上ノ国町,北海道 檜山振興局 上ノ国町,北海道 檜山振興局 上ノ国町,北海道 檜山振興局 上ノ国町,,,,,,,
1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,北海道 檜山支庁 厚沢部町,北海道 檜山支庁 厚沢部町,北海道 檜山支庁 厚沢部町,北海道 檜山支庁 厚沢部町,北海道 檜山支庁 厚沢部町,北海道 檜山支庁 厚沢部町,北海道 檜山振興局 厚沢部町,北海道 檜山振興局 厚沢部町,北海道 檜山振興局 厚沢部町,,,,,,,
1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,北海道 檜山支庁 乙部町,北海道 檜山支庁 乙部町,北海道 檜山支庁 乙部町,北海道 檜山支庁 乙部町,北海道 檜山支庁 乙部町,北海道 檜山支庁 乙部町,北海道 檜山振興局 乙部町,北海道 檜山振興局 乙部町,北海道 檜山振興局 乙部町,,,,,,,
1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,北海道 檜山支庁 奥尻町,北海道 檜山支庁 奥尻町,北海道 檜山支庁 奥尻町,北海道 檜山支庁 奥尻町,北海道 檜山支庁 奥尻町,北海道 檜山支庁 奥尻町,北海道 檜山振興局 奥尻町,北海道 檜山振興局 奥尻町,北海道 檜山振興局 奥尻町,,,,,,,
1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,北海道 檜山支庁 今金町,北海道 檜山支庁 今金町,北海道 檜山支庁 今金町,北海道 檜山支庁 今金町,北海道 檜山支庁 今金町,北海道 檜山支庁 今金町,北海道 檜山振興局 今金町,北海道 檜山振興局 今金町,北海道 檜山振興局 今金町,,,,,,,
1366,1366,1366,1366,1366,1366,1371,1371,1371,1371,北海道 檜山支庁 大成町,北海道 檜山支庁 大成町,北海道 檜山支庁 大成町,北海道 檜山支庁 大成町,北海道 檜山支庁 大成町,北海道 檜山支庁 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,2005年9月1日、大成町(01366)、瀬棚町(01368)、北檜山町(01369)が合併し、せたな町(01371)を新設,,,,,,
1368,1368,1368,1368,1368,1368,1371,1371,1371,1371,北海道 檜山支庁 瀬棚町,北海道 檜山支庁 瀬棚町,北海道 檜山支庁 瀬棚町,北海道 檜山支庁 瀬棚町,北海道 檜山支庁 瀬棚町,北海道 檜山支庁 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,2005年9月1日、大成町(01366)、瀬棚町(01368)、北檜山町(01369)が合併し、せたな町(01371)を新設,,,,,,
1369,1369,1369,1369,1369,1369,1371,1371,1371,1371,北海道 檜山支庁 北檜山町,北海道 檜山支庁 北檜山町,北海道 檜山支庁 北檜山町,北海道 檜山支庁 北檜山町,北海道 檜山支庁 北檜山町,北海道 檜山支庁 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,2005年9月1日、大成町(01366)、瀬棚町(01368)、北檜山町(01369)が合併し、せたな町(01371)を新設,,,,,,
1371,,,,,,1371,1371,1371,1371,,,,,,北海道 檜山支庁 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,北海道 檜山振興局 せたな町,2005年9月1日、大成町(01366)、瀬棚町(01368)、北檜山町(01369)が合併し、せたな町(01371)を新設,,,,,,
1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,北海道 後志支庁 島牧村,北海道 後志支庁 島牧村,北海道 後志支庁 島牧村,北海道 後志支庁 島牧村,北海道 後志支庁 島牧村,北海道 後志支庁 島牧村,北海道 後志総合振興局 島牧村,北海道 後志総合振興局 島牧村,北海道 後志総合振興局 島牧村,,,,,,,
1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,北海道 後志支庁 寿都町,北海道 後志支庁 寿都町,北海道 後志支庁 寿都町,北海道 後志支庁 寿都町,北海道 後志支庁 寿都町,北海道 後志支庁 寿都町,北海道 後志総合振興局 寿都町,北海道 後志総合振興局 寿都町,北海道 後志総合振興局 寿都町,,,,,,,
1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,北海道 後志支庁 黒松内町,北海道 後志支庁 黒松内町,北海道 後志支庁 黒松内町,北海道 後志支庁 黒松内町,北海道 後志支庁 黒松内町,北海道 後志支庁 黒松内町,北海道 後志総合振興局 黒松内町,北海道 後志総合振興局 黒松内町,北海道 後志総合振興局 黒松内町,,,,,,,
1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,北海道 後志支庁 蘭越町,北海道 後志支庁 蘭越町,北海道 後志支庁 蘭越町,北海道 後志支庁 蘭越町,北海道 後志支庁 蘭越町,北海道 後志支庁 蘭越町,北海道 後志総合振興局 蘭越町,北海道 後志総合振興局 蘭越町,北海道 後志総合振興局 蘭越町,,,,,,,
