year,id_muni,name_muni,pop
2020,14205,藤沢市,436905
2020,14206,小田原市,188856
2020,14207,茅ヶ崎市,242389
2020,14208,逗子市,57060
2020,14210,三浦市,42069
2020,14211,秦野市,162439
2020,14212,厚木市,223705
2020,14213,大和市,239169
2020,14214,伊勢原市,101780
2020,14215,海老名市,136516
2020,14216,座間市,132325
2020,14217,南足柄市,40841
2020,14218,綾瀬市,83913
2020,14301,葉山町,31665
2020,14321,寒川町,48348
2020,14341,大磯町,31634
2020,14342,二宮町,27564
2020,14361,中井町,9300
2020,14362,大井町,17129
2020,14363,松田町,10836
2020,14364,山北町,9761
2020,14366,開成町,18329
2020,14382,箱根町,11293
2020,14383,真鶴町,6722
2020,14384,湯河原町,23426
2020,14401,愛川町,39869
2020,14402,清川村,3038
2020,15000,新潟県,2201272
2020,15100,新潟市,789275
2020,15101,新潟市北区,72804
2020,15102,新潟市東区,134446
2020,15103,新潟市中央区,180345
2020,15104,新潟市江南区,67972
2020,15105,新潟市秋葉区,75069
2020,15106,新潟市南区,43437
2020,15107,新潟市西区,160656
2020,15108,新潟市西蒲区,54546
2020,15202,長岡市,266936
2020,15204,三条市,94642
2020,15205,柏崎市,81526
2020,15206,新発田市,94927
2020,15208,小千谷市,34096
2020,15209,加茂市,25441
2020,15210,十日町市,49820
2020,15211,見附市,39237
2020,15212,村上市,57418
2020,15213,燕市,77201
2020,15216,糸魚川市,40765
2020,15217,妙高市,30383
2020,15218,五泉市,47625
2020,15222,上越市,188047
2020,15223,阿賀野市,40696
2020,15224,佐渡市,51492
2020,15225,魚沼市,34483
2020,15226,南魚沼市,54851
2020,15227,胎内市,28509
2020,15307,聖籠町,14259
2020,15342,弥彦村,7705
2020,15361,田上町,11227
2020,15385,阿賀町,9965
2020,15405,出雲崎町,4113
2020,15461,湯沢町,7767
2020,15482,津南町,8989
2020,15504,刈羽村,4380
2020,15581,関川村,5144
2020,15586,粟島浦村,353
2020,16000,富山県,1034814
2020,16201,富山市,413938
2020,16202,高岡市,166393
2020,16204,魚津市,40535
2020,16205,氷見市,43950
2020,16206,滑川市,32349
2020,16207,黒部市,39638
2020,16208,砺波市,48154
2020,16209,小矢部市,28983
2020,16210,南砺市,47937
2020,16211,射水市,90742
2020,16321,舟橋村,3132
2020,16322,上市町,19351
2020,16323,立山町,24792
2020,16342,入善町,23839
2020,16343,朝日町,11081
2020,17000,石川県,1132526
2020,17201,金沢市,463254
2020,17202,七尾市,50300
2020,17203,小松市,106216
2020,17204,輪島市,24608
2020,17205,珠洲市,12929
2020,17206,加賀市,63220
2020,17207,羽咋市,20407
2020,17209,かほく市,34889
2020,17210,白山市,110408
2020,17211,能美市,48523
2020,17212,野々市市,57238
2020,17324,川北町,6135
2020,17361,津幡町,36957
2020,17365,内灘町,26574
2020,17384,志賀町,18630
2020,17386,宝達志水町,12121
2020,17407,中能登町,16540
2020,17461,穴水町,7890
2020,17463,能登町,15687
2020,18000,福井県,766863
2020,18201,福井市,262328
2020,18202,敦賀市,64264
2020,18204,小浜市,28991
2020,18205,大野市,31286
2020,18206,勝山市,22150
2020,18207,鯖江市,68302
2020,18208,あわら市,27524
2020,18209,越前市,80611
2020,18210,坂井市,88481
2020,18322,永平寺町,18965
2020,18382,池田町,2423
2020,18404,南越前町,10002
2020,18423,越前町,20118
2020,18442,美浜町,9179
2020,18481,高浜町,10326
2020,18483,おおい町,7910
2020,18501,若狭町,14003
2020,19000,山梨県,809974
2020,19201,甲府市,189591
2020,19202,富士吉田市,46530
2020,19204,都留市,31016
2020,19205,山梨市,33435
2020,19206,大月市,22512
2020,19207,韮崎市,29067
2020,19208,南アルプス市,69459
2020,19209,北杜市,44053
2020,19210,甲斐市,75313
2020,19211,笛吹市,66947
2020,19212,上野原市,22669
2020,19213,甲州市,29237
2020,19214,中央市,31216
2020,19346,市川三郷町,14700
2020,19364,早川町,1098
2020,19365,身延町,10663
2020,19366,南部町,7156
2020,19368,富士川町,14219
2020,19384,昭和町,20909
2020,19422,道志村,1607
2020,19423,西桂町,4041
2020,19424,忍野村,9237
2020,19425,山中湖村,5179
2020,19429,鳴沢村,2824
2020,19430,富士河口湖町,26082
2020,19442,小菅村,684
2020,19443,丹波山村,530
2020,20000,長野県,2048011
2020,20201,長野市,372760
2020,20202,松本市,241145
2020,20203,上田市,154055
2020,20204,岡谷市,47790
2020,20205,飯田市,98164
2020,20206,諏訪市,48729
2020,20207,須坂市,49559
2020,20208,小諸市,40991
2020,20209,伊那市,66125
2020,20210,駒ヶ根市,32202
2020,20211,中野市,42338
2020,20212,大町市,26029
2020,20213,飯山市,19539
2020,20214,茅野市,56400
2020,20215,塩尻市,67241
2020,20217,佐久市,98199
2020,20218,千曲市,58852
2020,20219,東御市,30122
2020,20220,安曇野市,94222
2020,20303,小海町,4353
2020,20304,川上村,4344
2020,20305,南牧村,3242
2020,20306,南相木村,962
2020,20307,北相木村,752
2020,20309,佐久穂町,10218
2020,20321,軽井沢町,19188
2020,20323,御代田町,15555
2020,20324,立科町,6612
2020,20349,青木村,4121
2020,20350,長和町,5600
2020,20361,下諏訪町,19155
2020,20362,富士見町,14084
2020,20363,原村,7680
2020,20382,辰野町,18555
2020,20383,箕輪町,24989
2020,20384,飯島町,9004
2020,20385,南箕輪村,15797
2020,20386,中川村,4651
2020,20388,宮田村,8569
2020,20402,松川町,12530
2020,20403,高森町,12811
2020,20404,阿南町,4299
2020,20407,阿智村,6068
2020,20409,平谷村,387
2020,20410,根羽村,852
2020,20411,下條村,3545
2020,20412,売木村,548
2020,20413,天龍村,1178
2020,20414,泰阜村,1542
2020,20415,喬木村,5973
2020,20416,豊丘村,6426
2020,20417,大鹿村,1023
