"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","/男女 コード","0","1","2"
"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","2020年","15204","三条市","","94,642","45,815","48,827"
"2020000000","2020年","15205","柏崎市","","81,526","40,556","40,970"
"2020000000","2020年","15206","新発田市","","94,927","45,963","48,964"
"2020000000","2020年","15208","小千谷市","","34,096","16,830","17,266"
"2020000000","2020年","15209","加茂市","","25,441","12,406","13,035"
"2020000000","2020年","15210","十日町市","","49,820","24,339","25,481"
"2020000000","2020年","15211","見附市","","39,237","19,050","20,187"
"2020000000","2020年","15212","村上市","","57,418","27,474","29,944"
"2020000000","2020年","15213","燕市","","77,201","37,629","39,572"
"2020000000","2020年","15216","糸魚川市","","40,765","20,068","20,697"
"2020000000","2020年","15217","妙高市","","30,383","14,740","15,643"
"2020000000","2020年","15218","五泉市","","47,625","22,890","24,735"
"2020000000","2020年","15222","上越市","","188,047","91,929","96,118"
"2020000000","2020年","15223","阿賀野市","","40,696","19,570","21,126"
"2020000000","2020年","15224","佐渡市","","51,492","24,881","26,611"
"2020000000","2020年","15225","魚沼市","","34,483","16,802","17,681"
"2020000000","2020年","15226","南魚沼市","","54,851","26,777","28,074"
"2020000000","2020年","15227","胎内市","","28,509","13,959","14,550"
"2020000000","2020年","15307","聖籠町","","14,259","7,172","7,087"
"2020000000","2020年","15342","弥彦村","","7,705","3,733","3,972"
"2020000000","2020年","15361","田上町","","11,227","5,395","5,832"
"2020000000","2020年","15385","阿賀町","","9,965","4,825","5,140"
"2020000000","2020年","15405","出雲崎町","","4,113","1,978","2,135"
"2020000000","2020年","15461","湯沢町","","7,767","3,946","3,821"
"2020000000","2020年","15482","津南町","","8,989","4,322","4,667"
"2020000000","2020年","15504","刈羽村","","4,380","2,244","2,136"
"2020000000","2020年","15581","関川村","","5,144","2,444","2,700"
"2020000000","2020年","15586","粟島浦村","","353","181","172"
"2020000000","2020年","16000","富山県","","1,034,814","502,637","532,177"
"2020000000","2020年","16201","富山市","","413,938","202,281","211,657"
"2020000000","2020年","16202","高岡市","","166,393","80,482","85,911"
"2020000000","2020年","16204","魚津市","","40,535","19,729","20,806"
"2020000000","2020年","16205","氷見市","","43,950","20,883","23,067"
"2020000000","2020年","16206","滑川市","","32,349","15,750","16,599"
"2020000000","2020年","16207","黒部市","","39,638","19,514","20,124"
"2020000000","2020年","16208","砺波市","","48,154","23,419","24,735"
"2020000000","2020年","16209","小矢部市","","28,983","13,991","14,992"
"2020000000","2020年","16210","南砺市","","47,937","22,940","24,997"
"2020000000","2020年","16211","射水市","","90,742","44,253","46,489"
"2020000000","2020年","16321","舟橋村","","3,132","1,521","1,611"
"2020000000","2020年","16322","上市町","","19,351","9,255","10,096"
"2020000000","2020年","16323","立山町","","24,792","12,002","12,790"
"2020000000","2020年","16342","入善町","","23,839","11,385","12,454"
"2020000000","2020年","16343","朝日町","","11,081","5,232","5,849"
"2020000000","2020年","17000","石川県","","1,132,526","549,771","582,755"
"2020000000","2020年","17201","金沢市","","463,254","224,549","238,705"
"2020000000","2020年","17202","七尾市","","50,300","23,970","26,330"
"2020000000","2020年","17203","小松市","","106,216","52,182","54,034"
"2020000000","2020年","17204","輪島市","","24,608","11,714","12,894"
"2020000000","2020年","17205","珠洲市","","12,929","5,933","6,996"
"2020000000","2020年","17206","加賀市","","63,220","29,939","33,281"
"2020000000","2020年","17207","羽咋市","","20,407","9,669","10,738"
"2020000000","2020年","17209","かほく市","","34,889","16,875","18,014"
"2020000000","2020年","17210","白山市","","110,408","53,670","56,738"
"2020000000","2020年","17211","能美市","","48,523","24,129","24,394"
"2020000000","2020年","17212","野々市市","","57,238","29,550","27,688"
"2020000000","2020年","17324","川北町","","6,135","3,030","3,105"
"2020000000","2020年","17361","津幡町","","36,957","18,044","18,913"
"2020000000","2020年","17365","内灘町","","26,574","12,774","13,800"
"2020000000","2020年","17384","志賀町","","18,630","8,878","9,752"
"2020000000","2020年","17386","宝達志水町","","12,121","5,718","6,403"
"2020000000","2020年","17407","中能登町","","16,540","7,977","8,563"
"2020000000","2020年","17461","穴水町","","7,890","3,793","4,097"
"2020000000","2020年","17463","能登町","","15,687","7,377","8,310"
"2020000000","2020年","18000","福井県","","766,863","373,973","392,890"
"2020000000","2020年","18201","福井市","","262,328","127,867","134,461"
"2020000000","2020年","18202","敦賀市","","64,264","31,785","32,479"
"2020000000","2020年","18204","小浜市","","28,991","14,317","14,674"
"2020000000","2020年","18205","大野市","","31,286","14,997","16,289"
"2020000000","2020年","18206","勝山市","","22,150","10,581","11,569"
"2020000000","2020年","18207","鯖江市","","68,302","33,323","34,979"
"2020000000","2020年","18208","あわら市","","27,524","13,067","14,457"
"2020000000","2020年","18209","越前市","","80,611","39,657","40,954"
"2020000000","2020年","18210","坂井市","","88,481","42,719","45,762"
"2020000000","2020年","18322","永平寺町","","18,965","9,231","9,734"
"2020000000","2020年","18382","池田町","","2,423","1,196","1,227"
"2020000000","2020年","18404","南越前町","","10,002","4,804","5,198"
"2020000000","2020年","18423","越前町","","20,118","9,725","10,393"
"2020000000","2020年","18442","美浜町","","9,179","4,610","4,569"
"2020000000","2020年","18481","高浜町","","10,326","5,424","4,902"
"2020000000","2020年","18483","おおい町","","7,910","3,968","3,942"
"2020000000","2020年","18501","若狭町","","14,003","6,702","7,301"
"2020000000","2020年","19000","山梨県","","809,974","397,309","412,665"
"2020000000","2020年","19201","甲府市","","189,591","92,850","96,741"
"2020000000","2020年","19202","富士吉田市","","46,530","22,645","23,885"
"2020000000","2020年","19204","都留市","","31,016","14,949","16,067"
"2020000000","2020年","19205","山梨市","","33,435","16,081","17,354"
"2020000000","2020年","19206","大月市","","22,512","10,924","11,588"
"2020000000","2020年","19207","韮崎市","","29,067","14,500","14,567"
"2020000000","2020年","19208","南アルプス市","","69,459","34,164","35,295"
"2020000000","2020年","19209","北杜市","","44,053","21,492","22,561"
"2020000000","2020年","19210","甲斐市","","75,313","37,238","38,075"
"2020000000","2020年","19211","笛吹市","","66,947","32,447","34,500"
"2020000000","2020年","19212","上野原市","","22,669","11,331","11,338"
"2020000000","2020年","19213","甲州市","","29,237","14,068","15,169"
"2020000000","2020年","19214","中央市","","31,216","15,509","15,707"
"2020000000","2020年","19346","市川三郷町","","14,700","7,164","7,536"
"2020000000","2020年","19364","早川町","","1,098","627","471"
"2020000000","2020年","19365","身延町","","10,663","5,226","5,437"
"2020000000","2020年","19366","南部町","","7,156","3,496","3,660"
"2020000000","2020年","19368","富士川町","","14,219","6,848","7,371"
"2020000000","2020年","19384","昭和町","","20,909","10,451","10,458"
"2020000000","2020年","19422","道志村","","1,607","811","796"
"2020000000","2020年","19423","西桂町","","4,041","1,947","2,094"
"2020000000","2020年","19424","忍野村","","9,237","5,137","4,100"
"2020000000","2020年","19425","山中湖村","","5,179","2,559","2,620"
"2020000000","2020年","19429","鳴沢村","","2,824","1,390","1,434"
"2020000000","2020年","19430","富士河口湖町","","26,082","12,839","13,243"
"2020000000","2020年","19442","小菅村","","684","344","340"
"2020000000","2020年","19443","丹波山村","","530","272","258"
"2020000000","2020年","20000","長野県","","2,048,011","1,000,389","1,047,622"
"2020000000","2020年","20201","長野市","","372,760","181,284","191,476"
"2020000000","2020年","20202","松本市","","241,145","118,271","122,874"
"2020000000","2020年","20203","上田市","","154,055","75,365","78,690"
"2020000000","2020年","20204","岡谷市","","47,790","23,213","24,577"
"2020000000","2020年","20205","飯田市","","98,164","47,280","50,884"
"2020000000","2020年","20206","諏訪市","","48,729","23,809","24,920"
"2020000000","2020年","20207","須坂市","","49,559","24,324","25,235"
"2020000000","2020年","20208","小諸市","","40,991","19,972","21,019"
"2020000000","2020年","20209","伊那市","","66,125","32,437","33,688"
"2020000000","2020年","20210","駒ヶ根市","","32,202","15,729","16,473"
"2020000000","2020年","20211","中野市","","42,338","20,552","21,786"
"2020000000","2020年","20212","大町市","","26,029","12,594","13,435"
"2020000000","2020年","20213","飯山市","","19,539","9,498","10,041"
"2020000000","2020年","20214","茅野市","","56,400","28,241","28,159"
"2020000000","2020年","20215","塩尻市","","67,241","33,620","33,621"
"2020000000","2020年","20217","佐久市","","98,199","48,035","50,164"
"2020000000","2020年","20218","千曲市","","58,852","28,404","30,448"
"2020000000","2020年","20219","東御市","","30,122","14,776","15,346"
"2020000000","2020年","20220","安曇野市","","94,222","45,398","48,824"
"2020000000","2020年","20303","小海町","","4,353","2,140","2,213"
"2020000000","2020年","20304","川上村","","4,344","2,591","1,753"
"2020000000","2020年","20305","南牧村","","3,242","1,807","1,435"
"2020000000","2020年","20306","南相木村","","962","473","489"
"2020000000","2020年","20307","北相木村","","752","378","374"
"2020000000","2020年","20309","佐久穂町","","10,218","4,966","5,252"
"2020000000","2020年","20321","軽井沢町","","19,188","9,178","10,010"
"2020000000","2020年","20323","御代田町","","15,555","7,703","7,852"
"2020000000","2020年","20324","立科町","","6,612","3,328","3,284"
"2020000000","2020年","20349","青木村","","4,121","1,976","2,145"
"2020000000","2020年","20350","長和町","","5,600","2,774","2,826"
"2020000000","2020年","20361","下諏訪町","","19,155","9,238","9,917"
"2020000000","2020年","20362","富士見町","","14,084","6,839","7,245"
"2020000000","2020年","20363","原村","","7,680","3,771","3,909"
"2020000000","2020年","20382","辰野町","","18,555","9,016","9,539"
"2020000000","2020年","20383","箕輪町","","24,989","12,511","12,478"
"2020000000","2020年","20384","飯島町","","9,004","4,392","4,612"
"2020000000","2020年","20385","南箕輪村","","15,797","7,851","7,946"
"2020000000","2020年","20386","中川村","","4,651","2,189","2,462"
"2020000000","2020年","20388","宮田村","","8,569","4,162","4,407"
"2020000000","2020年","20402","松川町","","12,530","6,069","6,461"
"2020000000","2020年","20403","高森町","","12,811","6,153","6,658"
"2020000000","2020年","20404","阿南町","","4,299","2,071","2,228"
"2020000000","2020年","20407","阿智村","","6,068","2,894","3,174"
"2020000000","2020年","20409","平谷村","","387","192","195"
"2020000000","2020年","20410","根羽村","","852","411","441"
"2020000000","2020年","20411","下條村","","3,545","1,709","1,836"
"2020000000","2020年","20412","売木村","","548","252","296"
"2020000000","2020年","20413","天龍村","","1,178","558","620"
"2020000000","2020年","20414","泰阜村","","1,542","726","816"
"2020000000","2020年","20415","喬木村","","5,973","2,908","3,065"
"2020000000","2020年","20416","豊丘村","","6,426","3,185","3,241"
"2020000000","2020年","20417","大鹿村","","1,023","539","484"
"2020000000","2020年","20422","上松町","","4,131","2,044","2,087"
"2020000000","2020年","20423","南木曽町","","3,915","1,896","2,019"
"2020000000","2020年","20425","木祖村","","2,692","1,235","1,457"
"2020000000","2020年","20429","王滝村","","715","340","375"
"2020000000","2020年","20430","大桑村","","3,439","1,682","1,757"
"2020000000","2020年","20432","木曽町","","10,584","5,155","5,429"
"2020000000","2020年","20446","麻績村","","2,593","1,219","1,374"
"2020000000","2020年","20448","生坂村","","1,639","818","821"
"2020000000","2020年","20450","山形村","","8,400","4,103","4,297"
"2020000000","2020年","20451","朝日村","","4,279","2,110","2,169"
"2020000000","2020年","20452","筑北村","","4,149","2,046","2,103"
"2020000000","2020年","20481","池田町","","9,382","4,552","4,830"
"2020000000","2020年","20482","松川村","","9,599","4,605","4,994"
"2020000000","2020年","20485","白馬村","","8,575","4,257","4,318"
"2020000000","2020年","20486","小谷村","","2,647","1,367","1,280"
"2020000000","2020年","20521","坂城町","","14,004","6,909","7,095"
"2020000000","2020年","20541","小布施町","","10,660","5,122","5,538"
"2020000000","2020年","20543","高山村","","6,617","3,242","3,375"
"2020000000","2020年","20561","山ノ内町","","11,352","5,519","5,833"
"2020000000","2020年","20562","木島平村","","4,375","2,114","2,261"
"2020000000","2020年","20563","野沢温泉村","","3,279","1,571","1,708"
"2020000000","2020年","20583","信濃町","","7,739","3,812","3,927"
"2020000000","2020年","20588","小川村","","2,215","1,100","1,115"
"2020000000","2020年","20590","飯綱町","","10,296","5,019","5,277"
"2020000000","2020年","20602","栄村","","1,660","800","860"
"2020000000","2020年","21000","岐阜県","","1,978,742","960,436","1,018,306"
"2020000000","2020年","21201","岐阜市","","402,557","191,679","210,878"
"2020000000","2020年","21202","大垣市","","158,286","76,994","81,292"
"2020000000","2020年","21203","高山市","","84,419","40,483","43,936"
"2020000000","2020年","21204","多治見市","","106,732","51,437","55,295"
"2020000000","2020年","21205","関市","","85,283","41,657","43,626"
"2020000000","2020年","21206","中津川市","","76,570","37,414","39,156"
"2020000000","2020年","21207","美濃市","","19,247","9,289","9,958"
"2020000000","2020年","21208","瑞浪市","","37,150","18,156","18,994"
"2020000000","2020年","21209","羽島市","","65,649","32,303","33,346"
"2020000000","2020年","21210","恵那市","","47,774","23,138","24,636"
"2020000000","2020年","21211","美濃加茂市","","56,689","28,141","28,548"
"2020000000","2020年","21212","土岐市","","55,348","26,803","28,545"
"2020000000","2020年","21213","各務原市","","144,521","71,220","73,301"
"2020000000","2020年","21214","可児市","","99,968","49,202","50,766"
"2020000000","2020年","21215","山県市","","25,280","12,184","13,096"
"2020000000","2020年","21216","瑞穂市","","56,388","28,105","28,283"
"2020000000","2020年","21217","飛騨市","","22,538","10,860","11,678"
"2020000000","2020年","21218","本巣市","","32,928","15,936","16,992"
"2020000000","2020年","21219","郡上市","","38,997","19,051","19,946"
"2020000000","2020年","21220","下呂市","","30,428","14,471","15,957"
"2020000000","2020年","21221","海津市","","32,735","16,045","16,690"
"2020000000","2020年","21302","岐南町","","25,881","12,664","13,217"
"2020000000","2020年","21303","笠松町","","22,208","10,513","11,695"
"2020000000","2020年","21341","養老町","","26,882","13,116","13,766"
"2020000000","2020年","21361","垂井町","","26,402","12,985","13,417"
"2020000000","2020年","21362","関ケ原町","","6,610","3,202","3,408"
"2020000000","2020年","21381","神戸町","","18,585","9,099","9,486"
"2020000000","2020年","21382","輪之内町","","9,654","4,807","4,847"
"2020000000","2020年","21383","安八町","","14,355","7,036","7,319"
"2020000000","2020年","21401","揖斐川町","","19,529","9,366","10,163"
"2020000000","2020年","21403","大野町","","22,041","10,778","11,263"
"2020000000","2020年","21404","池田町","","23,360","11,425","11,935"
"2020000000","2020年","21421","北方町","","18,139","8,652","9,487"
"2020000000","2020年","21501","坂祝町","","8,071","4,168","3,903"
"2020000000","2020年","21502","富加町","","5,626","2,705","2,921"
"2020000000","2020年","21503","川辺町","","9,860","4,865","4,995"
"2020000000","2020年","21504","七宗町","","3,402","1,608","1,794"
"2020000000","2020年","21505","八百津町","","10,195","4,905","5,290"
"2020000000","2020年","21506","白川町","","7,412","3,485","3,927"
"2020000000","2020年","21507","東白川村","","2,016","964","1,052"
"2020000000","2020年","21521","御嵩町","","17,516","8,770","8,746"
"2020000000","2020年","21604","白川村","","1,511","755","756"
"2020000000","2020年","22000","静岡県","","3,633,202","1,791,118","1,842,084"
"2020000000","2020年","22100","静岡市","","693,389","337,812","355,577"
"2020000000","2020年","22101","静岡市葵区","","249,297","119,984","129,313"
"2020000000","2020年","22102","静岡市駿河区","","213,026","105,146","107,880"
"2020000000","2020年","22103","静岡市清水区","","231,066","112,682","118,384"
"2020000000","2020年","22130","浜松市","","790,718","392,900","397,818"
"2020000000","2020年","22131","浜松市中区","","235,240","117,377","117,863"
"2020000000","2020年","22132","浜松市東区","","129,356","64,357","64,999"
"2020000000","2020年","22133","浜松市西区","","108,160","53,482","54,678"
"2020000000","2020年","22134","浜松市南区","","99,769","50,016","49,753"
"2020000000","2020年","22135","浜松市北区","","92,688","45,656","47,032"
"2020000000","2020年","22136","浜松市浜北区","","98,779","49,066","49,713"
"2020000000","2020年","22137","浜松市天竜区","","26,726","12,946","13,780"
"2020000000","2020年","22203","沼津市","","189,386","93,046","96,340"
"2020000000","2020年","22205","熱海市","","34,208","15,438","18,770"
"2020000000","2020年","22206","三島市","","107,783","52,421","55,362"
"2020000000","2020年","22207","富士宮市","","128,105","63,364","64,741"
"2020000000","2020年","22208","伊東市","","65,491","30,668","34,823"
"2020000000","2020年","22209","島田市","","95,719","46,725","48,994"
"2020000000","2020年","22210","富士市","","245,392","120,694","124,698"
"2020000000","2020年","22211","磐田市","","166,672","83,980","82,692"
"2020000000","2020年","22212","焼津市","","136,845","66,952","69,893"
"2020000000","2020年","22213","掛川市","","114,954","57,655","57,299"
"2020000000","2020年","22214","藤枝市","","141,342","68,793","72,549"
"2020000000","2020年","22215","御殿場市","","86,614","44,454","42,160"
"2020000000","2020年","22216","袋井市","","87,864","44,534","43,330"
"2020000000","2020年","22219","下田市","","20,183","9,675","10,508"
"2020000000","2020年","22220","裾野市","","50,911","25,773","25,138"
"2020000000","2020年","22221","湖西市","","57,885","29,625","28,260"
"2020000000","2020年","22222","伊豆市","","28,190","13,342","14,848"
"2020000000","2020年","22223","御前崎市","","31,103","15,803","15,300"
"2020000000","2020年","22224","菊川市","","47,789","24,173","23,616"
"2020000000","2020年","22225","伊豆の国市","","46,804","22,459","24,345"
"2020000000","2020年","22226","牧之原市","","43,502","21,414","22,088"
"2020000000","2020年","22301","東伊豆町","","11,488","5,440","6,048"
"2020000000","2020年","22302","河津町","","6,870","3,317","3,553"
"2020000000","2020年","22304","南伊豆町","","7,877","3,722","4,155"
"2020000000","2020年","22305","松崎町","","6,038","2,837","3,201"
"2020000000","2020年","22306","西伊豆町","","7,090","3,352","3,738"
"2020000000","2020年","22325","函南町","","36,794","17,916","18,878"
"2020000000","2020年","22341","清水町","","31,710","15,388","16,322"
"2020000000","2020年","22342","長泉町","","43,336","21,434","21,902"
"2020000000","2020年","22344","小山町","","18,568","9,845","8,723"
"2020000000","2020年","22424","吉田町","","28,919","14,413","14,506"
"2020000000","2020年","22429","川根本町","","6,206","3,055","3,151"
"2020000000","2020年","22461","森町","","17,457","8,699","8,758"
"2020000000","2020年","23000","愛知県","","7,542,415","3,761,502","3,780,913"
"2020000000","2020年","23100","名古屋市","","2,332,176","1,146,669","1,185,507"
"2020000000","2020年","23101","名古屋市千種区","","165,245","80,239","85,006"
"2020000000","2020年","23102","名古屋市東区","","84,392","40,483","43,909"
"2020000000","2020年","23103","名古屋市北区","","162,956","79,185","83,771"
"2020000000","2020年","23104","名古屋市西区","","151,082","74,787","76,295"
"2020000000","2020年","23105","名古屋市中村区","","138,599","70,094","68,505"
"2020000000","2020年","23106","名古屋市中区","","93,100","46,086","47,014"
"2020000000","2020年","23107","名古屋市昭和区","","107,599","52,961","54,638"
"2020000000","2020年","23108","名古屋市瑞穂区","","108,332","51,984","56,348"
"2020000000","2020年","23109","名古屋市熱田区","","66,957","33,400","33,557"
"2020000000","2020年","23110","名古屋市中川区","","220,728","108,929","111,799"
"2020000000","2020年","23111","名古屋市港区","","143,715","72,197","71,518"
"2020000000","2020年","23112","名古屋市南区","","134,510","68,355","66,155"
"2020000000","2020年","23113","名古屋市守山区","","176,587","86,087","90,500"
"2020000000","2020年","23114","名古屋市緑区","","248,802","121,993","126,809"
"2020000000","2020年","23115","名古屋市名東区","","164,755","78,867","85,888"
"2020000000","2020年","23116","名古屋市天白区","","164,817","81,022","83,795"
"2020000000","2020年","23201","豊橋市","","371,920","186,160","185,760"
"2020000000","2020年","23202","岡崎市","","384,654","193,719","190,935"
"2020000000","2020年","23203","一宮市","","380,073","184,934","195,139"
"2020000000","2020年","23204","瀬戸市","","127,792","62,586","65,206"
"2020000000","2020年","23205","半田市","","117,884","59,364","58,520"
"2020000000","2020年","23206","春日井市","","308,681","152,320","156,361"
"2020000000","2020年","23207","豊川市","","184,661","91,964","92,697"
"2020000000","2020年","23208","津島市","","60,942","29,664","31,278"
"2020000000","2020年","23209","碧南市","","72,458","37,286","35,172"
"2020000000","2020年","23210","刈谷市","","153,834","80,203","73,631"
"2020000000","2020年","23211","豊田市","","422,330","220,716","201,614"
"2020000000","2020年","23212","安城市","","187,990","96,093","91,897"
"2020000000","2020年","23213","西尾市","","169,046","85,594","83,452"
"2020000000","2020年","23214","蒲郡市","","79,538","39,336","40,202"
"2020000000","2020年","23215","犬山市","","73,090","36,240","36,850"
"2020000000","2020年","23216","常滑市","","58,710","28,575","30,135"
"2020000000","2020年","23217","江南市","","98,255","47,920","50,335"
"2020000000","2020年","23219","小牧市","","148,831","75,290","73,541"
"2020000000","2020年","23220","稲沢市","","134,751","66,415","68,336"
"2020000000","2020年","23221","新城市","","44,355","22,002","22,353"
"2020000000","2020年","23222","東海市","","113,787","59,158","54,629"
"2020000000","2020年","23223","大府市","","93,123","47,374","45,749"
"2020000000","2020年","23224","知多市","","84,364","42,346","42,018"
"2020000000","2020年","23225","知立市","","72,193","38,127","34,066"
"2020000000","2020年","23226","尾張旭市","","83,144","40,453","42,691"
"2020000000","2020年","23227","高浜市","","46,106","23,790","22,316"
"2020000000","2020年","23228","岩倉市","","47,983","23,866","24,117"
"2020000000","2020年","23229","豊明市","","69,295","35,061","34,234"
"2020000000","2020年","23230","日進市","","91,520","45,149","46,371"
"2020000000","2020年","23231","田原市","","59,360","30,138","29,222"
"2020000000","2020年","23232","愛西市","","60,829","29,536","31,293"
"2020000000","2020年","23233","清須市","","67,352","33,520","33,832"
"2020000000","2020年","23234","北名古屋市","","86,385","43,041","43,344"
"2020000000","2020年","23235","弥富市","","43,025","21,465","21,560"
"2020000000","2020年","23236","みよし市","","61,952","32,105","29,847"
"2020000000","2020年","23237","あま市","","86,126","42,561","43,565"
"2020000000","2020年","23238","長久手市","","60,162","29,144","31,018"
"2020000000","2020年","23302","東郷町","","43,903","21,931","21,972"
"2020000000","2020年","23342","豊山町","","15,613","7,937","7,676"
"2020000000","2020年","23361","大口町","","24,305","12,261","12,044"
"2020000000","2020年","23362","扶桑町","","34,133","16,839","17,294"
"2020000000","2020年","23424","大治町","","32,399","16,304","16,095"
"2020000000","2020年","23425","蟹江町","","37,338","18,428","18,910"
"2020000000","2020年","23427","飛島村","","4,575","2,251","2,324"
"2020000000","2020年","23441","阿久比町","","28,383","13,965","14,418"
"2020000000","2020年","23442","東浦町","","49,596","24,726","24,870"
"2020000000","2020年","23445","南知多町","","16,617","8,079","8,538"
"2020000000","2020年","23446","美浜町","","22,496","11,213","11,283"
"2020000000","2020年","23447","武豊町","","43,535","22,116","21,419"
"2020000000","2020年","23501","幸田町","","42,449","21,504","20,945"
"2020000000","2020年","23561","設楽町","","4,437","2,165","2,272"
"2020000000","2020年","23562","東栄町","","2,942","1,417","1,525"
"2020000000","2020年","23563","豊根村","","1,017","482","535"
"2020000000","2020年","24000","三重県","","1,770,254","864,475","905,779"
"2020000000","2020年","24201","津市","","274,537","133,537","141,000"
"2020000000","2020年","24202","四日市市","","305,424","152,669","152,755"
"2020000000","2020年","24203","伊勢市","","122,765","58,161","64,604"
"2020000000","2020年","24204","松阪市","","159,145","76,360","82,785"
"2020000000","2020年","24205","桑名市","","138,613","68,084","70,529"
"2020000000","2020年","24207","鈴鹿市","","195,670","97,350","98,320"
"2020000000","2020年","24208","名張市","","76,387","36,853","39,534"
"2020000000","2020年","24209","尾鷲市","","16,252","7,562","8,690"
"2020000000","2020年","24210","亀山市","","49,835","25,161","24,674"
"2020000000","2020年","24211","鳥羽市","","17,525","8,255","9,270"
"2020000000","2020年","24212","熊野市","","15,965","7,384","8,581"
"2020000000","2020年","24214","いなべ市","","44,973","23,106","21,867"
"2020000000","2020年","24215","志摩市","","46,057","21,206","24,851"
"2020000000","2020年","24216","伊賀市","","88,766","43,446","45,320"
"2020000000","2020年","24303","木曽岬町","","6,023","3,032","2,991"
"2020000000","2020年","24324","東員町","","25,784","12,614","13,170"
"2020000000","2020年","24341","菰野町","","40,559","19,868","20,691"
"2020000000","2020年","24343","朝日町","","11,021","5,488","5,533"
"2020000000","2020年","24344","川越町","","15,123","7,798","7,325"
"2020000000","2020年","24441","多気町","","14,021","6,753","7,268"
"2020000000","2020年","24442","明和町","","22,445","10,666","11,779"
"2020000000","2020年","24443","大台町","","8,668","4,103","4,565"
"2020000000","2020年","24461","玉城町","","15,041","7,184","7,857"
"2020000000","2020年","24470","度会町","","7,847","3,798","4,049"
"2020000000","2020年","24471","大紀町","","7,815","3,652","4,163"
"2020000000","2020年","24472","南伊勢町","","10,989","5,095","5,894"
"2020000000","2020年","24543","紀北町","","14,604","6,758","7,846"
"2020000000","2020年","24561","御浜町","","8,079","3,765","4,314"
"2020000000","2020年","24562","紀宝町","","10,321","4,767","5,554"
"2020000000","2020年","25000","滋賀県","","1,413,610","697,429","716,181"
"2020000000","2020年","25201","大津市","","345,070","166,673","178,397"
"2020000000","2020年","25202","彦根市","","113,647","56,492","57,155"
"2020000000","2020年","25203","長浜市","","113,636","55,406","58,230"
"2020000000","2020年","25204","近江八幡市","","81,122","39,676","41,446"
"2020000000","2020年","25206","草津市","","143,913","72,646","71,267"
"2020000000","2020年","25207","守山市","","83,236","40,872","42,364"
"2020000000","2020年","25208","栗東市","","68,820","34,110","34,710"
"2020000000","2020年","25209","甲賀市","","88,358","44,014","44,344"
"2020000000","2020年","25210","野洲市","","50,513","25,121","25,392"
"2020000000","2020年","25211","湖南市","","54,460","28,168","26,292"
"2020000000","2020年","25212","高島市","","46,377","22,762","23,615"
"2020000000","2020年","25213","東近江市","","112,819","56,296","56,523"
"2020000000","2020年","25214","米原市","","37,225","18,051","19,174"
"2020000000","2020年","25383","日野町","","20,964","10,555","10,409"
"2020000000","2020年","25384","竜王町","","11,789","6,192","5,597"
"2020000000","2020年","25425","愛荘町","","20,893","10,373","10,520"
"2020000000","2020年","25441","豊郷町","","7,132","3,458","3,674"
"2020000000","2020年","25442","甲良町","","6,362","3,060","3,302"
"2020000000","2020年","25443","多賀町","","7,274","3,504","3,770"
"2020000000","2020年","26000","京都府","","2,578,087","1,231,468","1,346,619"
"2020000000","2020年","26100","京都市","","1,463,723","692,279","771,444"
"2020000000","2020年","26101","京都市北区","","117,165","55,738","61,427"
"2020000000","2020年","26102","京都市上京区","","83,832","38,518","45,314"
"2020000000","2020年","26103","京都市左京区","","166,039","79,943","86,096"
"2020000000","2020年","26104","京都市中京区","","110,488","50,549","59,939"
"2020000000","2020年","26105","京都市東山区","","36,602","16,078","20,524"
"2020000000","2020年","26106","京都市下京区","","82,784","38,121","44,663"
"2020000000","2020年","26107","京都市南区","","101,970","50,617","51,353"
"2020000000","2020年","26108","京都市右京区","","202,047","94,873","107,174"
"2020000000","2020年","26109","京都市伏見区","","277,858","133,097","144,761"
"2020000000","2020年","26110","京都市山科区","","135,101","63,532","71,569"
"2020000000","2020年","26111","京都市西京区","","149,837","71,213","78,624"
"2020000000","2020年","26201","福知山市","","77,306","38,504","38,802"
"2020000000","2020年","26202","舞鶴市","","80,336","40,244","40,092"
"2020000000","2020年","26203","綾部市","","31,846","15,239","16,607"
"2020000000","2020年","26204","宇治市","","179,630","86,301","93,329"
"2020000000","2020年","26205","宮津市","","16,758","7,942","8,816"
"2020000000","2020年","26206","亀岡市","","86,174","41,654","44,520"
"2020000000","2020年","26207","城陽市","","74,607","35,864","38,743"
"2020000000","2020年","26208","向日市","","56,859","27,119","29,740"
"2020000000","2020年","26209","長岡京市","","80,608","38,793","41,815"
"2020000000","2020年","26210","八幡市","","70,433","34,030","36,403"
"2020000000","2020年","26211","京田辺市","","73,753","36,111","37,642"
