"統計名：","令和２年国勢調査 人口等基本集計　（主な内容：男女・年齢・配偶関係，世帯の構成，住居の状態，母子・父子世帯，国籍など）"
"表番号：","1-1-1"
"表題：","[総人口・総世帯数・男女・年齢・配偶関係] 男女別人口－全国，都道府県，市区町村（2000年（平成12年）市区町村含む）"
"実施年月：","2020年","10月"
"市区町村時点（年月日）：","-"

"***","当該数値がないもの"
"-","当該数値がないもの"

"","","","","/表章事項 コード","2020_01","2020_01","2020_01"
"","","","","/表章事項","人口【人】","人口【人】","人口【人】"
"","","","","/男女 コード","0","1","2"
"時間軸（年次） コード","時間軸（年次）","全国，都道府県，市区町村（2000年市区町村含む） コード","全国，都道府県，市区町村（2000年市区町村含む）","/男女","総数","男","女"
"2020000000","2020年","07362","下郷町","","5,264","2,602","2,662"
"2020000000","2020年","07364","檜枝岐村","","504","259","245"
"2020000000","2020年","07367","只見町","","4,044","1,976","2,068"
"2020000000","2020年","07368","南会津町","","14,451","7,116","7,335"
"2020000000","2020年","07402","北塩原村","","2,556","1,290","1,266"
"2020000000","2020年","07405","西会津町","","5,770","2,789","2,981"
"2020000000","2020年","07407","磐梯町","","3,322","1,604","1,718"
"2020000000","2020年","07408","猪苗代町","","13,552","6,533","7,019"
"2020000000","2020年","07421","会津坂下町","","15,068","7,245","7,823"
"2020000000","2020年","07422","湯川村","","3,081","1,485","1,596"
"2020000000","2020年","07423","柳津町","","3,081","1,501","1,580"
"2020000000","2020年","07444","三島町","","1,452","714","738"
"2020000000","2020年","07445","金山町","","1,862","908","954"
"2020000000","2020年","07446","昭和村","","1,246","623","623"
"2020000000","2020年","07447","会津美里町","","19,014","9,108","9,906"
"2020000000","2020年","07461","西郷村","","20,808","10,636","10,172"
"2020000000","2020年","07464","泉崎村","","6,213","3,061","3,152"
"2020000000","2020年","07465","中島村","","4,885","2,398","2,487"
"2020000000","2020年","07466","矢吹町","","17,287","8,649","8,638"
"2020000000","2020年","07481","棚倉町","","13,343","6,581","6,762"
"2020000000","2020年","07482","矢祭町","","5,392","2,620","2,772"
"2020000000","2020年","07483","塙町","","8,302","4,079","4,223"
"2020000000","2020年","07484","鮫川村","","3,049","1,531","1,518"
"2020000000","2020年","07501","石川町","","14,644","7,334","7,310"
"2020000000","2020年","07502","玉川村","","6,392","3,202","3,190"
"2020000000","2020年","07503","平田村","","5,826","2,883","2,943"
"2020000000","2020年","07504","浅川町","","6,036","3,031","3,005"
"2020000000","2020年","07505","古殿町","","4,825","2,364","2,461"
"2020000000","2020年","07521","三春町","","17,018","8,448","8,570"
"2020000000","2020年","07522","小野町","","9,471","4,677","4,794"
"2020000000","2020年","07541","広野町","","5,412","3,311","2,101"
"2020000000","2020年","07542","楢葉町","","3,710","2,147","1,563"
"2020000000","2020年","07543","富岡町","","2,128","1,542","586"
"2020000000","2020年","07544","川内村","","2,044","1,035","1,009"
"2020000000","2020年","07545","大熊町","","847","754","93"
"2020000000","2020年","07546","双葉町","","-","-","-"
"2020000000","2020年","07547","浪江町","","1,923","1,350","573"
"2020000000","2020年","07548","葛尾村","","420","241","179"
"2020000000","2020年","07561","新地町","","7,905","3,945","3,960"
"2020000000","2020年","07564","飯舘村","","1,318","662","656"
"2020000000","2020年","08000","茨城県","","2,867,009","1,430,976","1,436,033"
"2020000000","2020年","08201","水戸市","","270,685","132,537","138,148"
"2020000000","2020年","08202","日立市","","174,508","87,126","87,382"
"2020000000","2020年","08203","土浦市","","142,074","70,935","71,139"
"2020000000","2020年","08204","古河市","","139,344","69,735","69,609"
"2020000000","2020年","08205","石岡市","","73,061","36,167","36,894"
"2020000000","2020年","08207","結城市","","50,645","25,441","25,204"
"2020000000","2020年","08208","龍ケ崎市","","76,420","37,995","38,425"
"2020000000","2020年","08210","下妻市","","42,521","21,412","21,109"
"2020000000","2020年","08211","常総市","","60,834","30,465","30,369"
"2020000000","2020年","08212","常陸太田市","","48,602","23,705","24,897"
"2020000000","2020年","08214","高萩市","","27,699","13,804","13,895"
"2020000000","2020年","08215","北茨城市","","41,801","20,760","21,041"
"2020000000","2020年","08216","笠間市","","73,173","35,783","37,390"
"2020000000","2020年","08217","取手市","","104,524","51,476","53,048"
"2020000000","2020年","08219","牛久市","","84,651","41,773","42,878"
"2020000000","2020年","08220","つくば市","","241,656","121,043","120,613"
"2020000000","2020年","08221","ひたちなか市","","156,581","79,293","77,288"
"2020000000","2020年","08222","鹿嶋市","","66,950","34,434","32,516"
"2020000000","2020年","08223","潮来市","","27,604","13,672","13,932"
"2020000000","2020年","08224","守谷市","","68,421","34,163","34,258"
"2020000000","2020年","08225","常陸大宮市","","39,267","19,392","19,875"
"2020000000","2020年","08226","那珂市","","53,502","26,047","27,455"
"2020000000","2020年","08227","筑西市","","100,753","50,018","50,735"
"2020000000","2020年","08228","坂東市","","52,265","26,593","25,672"
"2020000000","2020年","08229","稲敷市","","39,039","19,490","19,549"
"2020000000","2020年","08230","かすみがうら市","","40,087","20,341","19,746"
"2020000000","2020年","08231","桜川市","","39,122","19,359","19,763"
"2020000000","2020年","08232","神栖市","","95,454","49,407","46,047"
"2020000000","2020年","08233","行方市","","32,185","15,971","16,214"
"2020000000","2020年","08234","鉾田市","","45,953","23,376","22,577"
"2020000000","2020年","08235","つくばみらい市","","49,872","24,895","24,977"
"2020000000","2020年","08236","小美玉市","","48,870","24,591","24,279"
"2020000000","2020年","08302","茨城町","","31,401","15,563","15,838"
"2020000000","2020年","08309","大洗町","","15,715","7,789","7,926"
"2020000000","2020年","08310","城里町","","18,097","8,913","9,184"
"2020000000","2020年","08341","東海村","","37,891","19,240","18,651"
"2020000000","2020年","08364","大子町","","15,736","7,692","8,044"
"2020000000","2020年","08442","美浦村","","14,602","7,479","7,123"
"2020000000","2020年","08443","阿見町","","48,553","24,237","24,316"
"2020000000","2020年","08447","河内町","","8,231","4,051","4,180"
"2020000000","2020年","08521","八千代町","","21,026","10,991","10,035"
"2020000000","2020年","08542","五霞町","","8,093","4,066","4,027"
"2020000000","2020年","08546","境町","","24,201","12,274","11,927"
"2020000000","2020年","08564","利根町","","15,340","7,482","7,858"
"2020000000","2020年","09000","栃木県","","1,933,146","964,930","968,216"
"2020000000","2020年","09201","宇都宮市","","518,757","259,616","259,141"
"2020000000","2020年","09202","足利市","","144,746","71,405","73,341"
"2020000000","2020年","09203","栃木市","","155,549","77,408","78,141"
"2020000000","2020年","09204","佐野市","","116,228","57,494","58,734"
"2020000000","2020年","09205","鹿沼市","","94,033","46,609","47,424"
"2020000000","2020年","09206","日光市","","77,661","37,823","39,838"
"2020000000","2020年","09208","小山市","","166,666","84,450","82,216"
"2020000000","2020年","09209","真岡市","","78,190","39,482","38,708"
"2020000000","2020年","09210","大田原市","","72,087","35,407","36,680"
"2020000000","2020年","09211","矢板市","","31,165","15,415","15,750"
"2020000000","2020年","09213","那須塩原市","","115,210","57,307","57,903"
"2020000000","2020年","09214","さくら市","","44,513","23,102","21,411"
"2020000000","2020年","09215","那須烏山市","","24,875","12,379","12,496"
"2020000000","2020年","09216","下野市","","59,507","29,453","30,054"
"2020000000","2020年","09301","上三川町","","30,806","15,842","14,964"
"2020000000","2020年","09342","益子町","","21,898","10,871","11,027"
"2020000000","2020年","09343","茂木町","","11,891","5,872","6,019"
"2020000000","2020年","09344","市貝町","","11,262","5,756","5,506"
"2020000000","2020年","09345","芳賀町","","14,961","7,541","7,420"
"2020000000","2020年","09361","壬生町","","39,474","19,442","20,032"
"2020000000","2020年","09364","野木町","","24,913","12,401","12,512"
"2020000000","2020年","09384","塩谷町","","10,354","5,135","5,219"
"2020000000","2020年","09386","高根沢町","","29,229","15,254","13,975"
"2020000000","2020年","09407","那須町","","23,956","11,784","12,172"
"2020000000","2020年","09411","那珂川町","","15,215","7,682","7,533"
"2020000000","2020年","10000","群馬県","","1,939,110","959,411","979,699"
"2020000000","2020年","10201","前橋市","","332,149","162,298","169,851"
"2020000000","2020年","10202","高崎市","","372,973","182,646","190,327"
"2020000000","2020年","10203","桐生市","","106,445","51,392","55,053"
"2020000000","2020年","10204","伊勢崎市","","211,850","106,350","105,500"
"2020000000","2020年","10205","太田市","","223,014","114,106","108,908"
"2020000000","2020年","10206","沼田市","","45,337","21,942","23,395"
"2020000000","2020年","10207","館林市","","75,309","37,769","37,540"
"2020000000","2020年","10208","渋川市","","74,581","36,363","38,218"
"2020000000","2020年","10209","藤岡市","","63,261","30,766","32,495"
"2020000000","2020年","10210","富岡市","","47,446","23,403","24,043"
"2020000000","2020年","10211","安中市","","54,907","26,848","28,059"
"2020000000","2020年","10212","みどり市","","49,648","24,562","25,086"
"2020000000","2020年","10344","榛東村","","14,216","7,190","7,026"
"2020000000","2020年","10345","吉岡町","","21,792","10,613","11,179"
"2020000000","2020年","10366","上野村","","1,128","573","555"
"2020000000","2020年","10367","神流町","","1,645","793","852"
"2020000000","2020年","10382","下仁田町","","6,576","3,224","3,352"
"2020000000","2020年","10383","南牧村","","1,611","762","849"
"2020000000","2020年","10384","甘楽町","","12,491","6,175","6,316"
"2020000000","2020年","10421","中之条町","","15,386","7,498","7,888"
"2020000000","2020年","10424","長野原町","","5,095","2,529","2,566"
"2020000000","2020年","10425","嬬恋村","","8,850","4,522","4,328"
"2020000000","2020年","10426","草津町","","6,049","3,034","3,015"
"2020000000","2020年","10428","高山村","","3,511","1,745","1,766"
"2020000000","2020年","10429","東吾妻町","","12,728","6,268","6,460"
"2020000000","2020年","10443","片品村","","3,993","1,949","2,044"
"2020000000","2020年","10444","川場村","","3,480","1,593","1,887"
"2020000000","2020年","10448","昭和村","","6,953","3,455","3,498"
"2020000000","2020年","10449","みなかみ町","","17,195","8,349","8,846"
"2020000000","2020年","10464","玉村町","","36,054","17,594","18,460"
"2020000000","2020年","10521","板倉町","","14,083","7,031","7,052"
"2020000000","2020年","10522","明和町","","10,882","5,465","5,417"
"2020000000","2020年","10523","千代田町","","10,861","5,470","5,391"
"2020000000","2020年","10524","大泉町","","42,089","22,282","19,807"
"2020000000","2020年","10525","邑楽町","","25,522","12,852","12,670"
"2020000000","2020年","11000","埼玉県","","7,344,765","3,652,169","3,692,596"
"2020000000","2020年","11100","さいたま市","","1,324,025","652,920","671,105"
"2020000000","2020年","11101","さいたま市西区","","93,499","45,843","47,656"
"2020000000","2020年","11102","さいたま市北区","","149,242","73,370","75,872"
"2020000000","2020年","11103","さいたま市大宮区","","117,784","58,338","59,446"
"2020000000","2020年","11104","さいたま市見沼区","","165,049","80,749","84,300"
"2020000000","2020年","11105","さいたま市中央区","","103,269","51,016","52,253"
"2020000000","2020年","11106","さいたま市桜区","","98,661","49,764","48,897"
"2020000000","2020年","11107","さいたま市浦和区","","164,822","79,554","85,268"
"2020000000","2020年","11108","さいたま市南区","","191,563","95,491","96,072"
"2020000000","2020年","11109","さいたま市緑区","","128,321","63,216","65,105"
"2020000000","2020年","11110","さいたま市岩槻区","","111,815","55,579","56,236"
"2020000000","2020年","11201","川越市","","354,571","177,480","177,091"
"2020000000","2020年","11202","熊谷市","","194,415","97,087","97,328"
"2020000000","2020年","11203","川口市","","594,274","299,238","295,036"
"2020000000","2020年","11206","行田市","","78,617","38,736","39,881"
"2020000000","2020年","11207","秩父市","","59,674","29,068","30,606"
"2020000000","2020年","11208","所沢市","","342,464","168,197","174,267"
"2020000000","2020年","11209","飯能市","","80,361","40,294","40,067"
"2020000000","2020年","11210","加須市","","111,623","55,982","55,641"
"2020000000","2020年","11211","本庄市","","78,569","39,216","39,353"
"2020000000","2020年","11212","東松山市","","91,791","46,187","45,604"
"2020000000","2020年","11214","春日部市","","229,792","113,467","116,325"
"2020000000","2020年","11215","狭山市","","148,699","74,178","74,521"
"2020000000","2020年","11216","羽生市","","52,862","26,142","26,720"
"2020000000","2020年","11217","鴻巣市","","116,828","57,673","59,155"
"2020000000","2020年","11218","深谷市","","141,268","70,200","71,068"
"2020000000","2020年","11219","上尾市","","226,940","112,288","114,652"
"2020000000","2020年","11221","草加市","","248,304","125,213","123,091"
"2020000000","2020年","11222","越谷市","","341,621","168,747","172,874"
"2020000000","2020年","11223","蕨市","","74,283","37,470","36,813"
"2020000000","2020年","11224","戸田市","","140,899","71,388","69,511"
"2020000000","2020年","11225","入間市","","145,651","71,803","73,848"
"2020000000","2020年","11227","朝霞市","","141,083","70,696","70,387"
"2020000000","2020年","11228","志木市","","75,346","36,945","38,401"
"2020000000","2020年","11229","和光市","","83,989","43,138","40,851"
"2020000000","2020年","11230","新座市","","166,017","81,781","84,236"
"2020000000","2020年","11231","桶川市","","74,748","36,950","37,798"
"2020000000","2020年","11232","久喜市","","150,582","74,607","75,975"
"2020000000","2020年","11233","北本市","","65,201","32,214","32,987"
"2020000000","2020年","11234","八潮市","","93,363","47,995","45,368"
"2020000000","2020年","11235","富士見市","","111,859","54,871","56,988"
"2020000000","2020年","11237","三郷市","","142,145","71,486","70,659"
"2020000000","2020年","11238","蓮田市","","61,499","30,468","31,031"
"2020000000","2020年","11239","坂戸市","","100,275","50,041","50,234"
"2020000000","2020年","11240","幸手市","","50,066","24,979","25,087"
"2020000000","2020年","11241","鶴ヶ島市","","70,117","34,585","35,532"
"2020000000","2020年","11242","日高市","","54,571","26,953","27,618"
"2020000000","2020年","11243","吉川市","","71,979","35,800","36,179"
"2020000000","2020年","11245","ふじみ野市","","113,597","56,085","57,512"
"2020000000","2020年","11246","白岡市","","52,214","25,764","26,450"
"2020000000","2020年","11301","伊奈町","","44,841","22,539","22,302"
"2020000000","2020年","11324","三芳町","","38,434","18,949","19,485"
"2020000000","2020年","11326","毛呂山町","","35,366","17,534","17,832"
"2020000000","2020年","11327","越生町","","11,029","5,494","5,535"
"2020000000","2020年","11341","滑川町","","19,732","10,070","9,662"
"2020000000","2020年","11342","嵐山町","","17,889","8,941","8,948"
"2020000000","2020年","11343","小川町","","28,524","14,190","14,334"
"2020000000","2020年","11346","川島町","","19,378","9,823","9,555"
"2020000000","2020年","11347","吉見町","","18,192","9,127","9,065"
"2020000000","2020年","11348","鳩山町","","13,560","6,556","7,004"
"2020000000","2020年","11349","ときがわ町","","10,540","5,333","5,207"
"2020000000","2020年","11361","横瀬町","","7,979","3,966","4,013"
"2020000000","2020年","11362","皆野町","","9,302","4,583","4,719"
"2020000000","2020年","11363","長瀞町","","6,807","3,321","3,486"
"2020000000","2020年","11365","小鹿野町","","10,928","5,382","5,546"
"2020000000","2020年","11369","東秩父村","","2,709","1,352","1,357"
"2020000000","2020年","11381","美里町","","11,039","5,540","5,499"
"2020000000","2020年","11383","神川町","","13,359","6,755","6,604"
"2020000000","2020年","11385","上里町","","30,343","15,012","15,331"
"2020000000","2020年","11408","寄居町","","32,374","16,053","16,321"
"2020000000","2020年","11442","宮代町","","34,147","17,182","16,965"
"2020000000","2020年","11464","杉戸町","","43,845","21,927","21,918"
"2020000000","2020年","11465","松伏町","","28,266","14,208","14,058"
"2020000000","2020年","12000","千葉県","","6,284,480","3,117,987","3,166,493"
"2020000000","2020年","12100","千葉市","","974,951","481,246","493,705"
"2020000000","2020年","12101","千葉市中央区","","211,736","105,766","105,970"
"2020000000","2020年","12102","千葉市花見川区","","177,328","87,280","90,048"
"2020000000","2020年","12103","千葉市稲毛区","","160,582","80,345","80,237"
"2020000000","2020年","12104","千葉市若葉区","","146,940","73,000","73,940"
"2020000000","2020年","12105","千葉市緑区","","129,421","63,121","66,300"
"2020000000","2020年","12106","千葉市美浜区","","148,944","71,734","77,210"
"2020000000","2020年","12202","銚子市","","58,431","28,248","30,183"
"2020000000","2020年","12203","市川市","","496,676","251,351","245,325"
"2020000000","2020年","12204","船橋市","","642,907","318,860","324,047"
"2020000000","2020年","12205","館山市","","45,153","21,846","23,307"
"2020000000","2020年","12206","木更津市","","136,166","68,450","67,716"
"2020000000","2020年","12207","松戸市","","498,232","247,210","251,022"
"2020000000","2020年","12208","野田市","","152,638","76,195","76,443"
"2020000000","2020年","12210","茂原市","","86,782","42,643","44,139"
"2020000000","2020年","12211","成田市","","132,906","66,231","66,675"
"2020000000","2020年","12212","佐倉市","","168,743","82,421","86,322"
"2020000000","2020年","12213","東金市","","58,219","29,251","28,968"
"2020000000","2020年","12215","旭市","","63,745","31,379","32,366"
"2020000000","2020年","12216","習志野市","","176,197","87,882","88,315"
"2020000000","2020年","12217","柏市","","426,468","210,824","215,644"
"2020000000","2020年","12218","勝浦市","","16,927","8,704","8,223"
"2020000000","2020年","12219","市原市","","269,524","138,438","131,086"
"2020000000","2020年","12220","流山市","","199,849","98,431","101,418"
"2020000000","2020年","12221","八千代市","","199,498","97,920","101,578"
"2020000000","2020年","12222","我孫子市","","130,510","63,546","66,964"
"2020000000","2020年","12223","鴨川市","","32,116","15,224","16,892"
"2020000000","2020年","12224","鎌ケ谷市","","109,932","53,592","56,340"
"2020000000","2020年","12225","君津市","","82,206","41,928","40,278"
"2020000000","2020年","12226","富津市","","42,465","21,529","20,936"
"2020000000","2020年","12227","浦安市","","171,362","83,506","87,856"
"2020000000","2020年","12228","四街道市","","93,576","46,347","47,229"
"2020000000","2020年","12229","袖ケ浦市","","63,883","32,214","31,669"
"2020000000","2020年","12230","八街市","","67,455","34,113","33,342"
"2020000000","2020年","12231","印西市","","102,609","50,574","52,035"
"2020000000","2020年","12232","白井市","","62,441","30,916","31,525"
"2020000000","2020年","12233","富里市","","49,735","25,303","24,432"
"2020000000","2020年","12234","南房総市","","35,831","17,011","18,820"
"2020000000","2020年","12235","匝瑳市","","35,040","17,251","17,789"
"2020000000","2020年","12236","香取市","","72,356","35,626","36,730"
"2020000000","2020年","12237","山武市","","48,444","24,200","24,244"
"2020000000","2020年","12238","いすみ市","","35,544","17,362","18,182"
"2020000000","2020年","12239","大網白里市","","48,129","23,549","24,580"
"2020000000","2020年","12322","酒々井町","","20,745","10,155","10,590"
"2020000000","2020年","12329","栄町","","20,127","9,869","10,258"
"2020000000","2020年","12342","神崎町","","5,816","2,938","2,878"
"2020000000","2020年","12347","多古町","","13,735","6,941","6,794"
"2020000000","2020年","12349","東庄町","","13,228","6,575","6,653"
"2020000000","2020年","12403","九十九里町","","14,639","7,203","7,436"
"2020000000","2020年","12409","芝山町","","7,033","3,474","3,559"
"2020000000","2020年","12410","横芝光町","","22,075","10,767","11,308"
"2020000000","2020年","12421","一宮町","","11,897","5,824","6,073"
"2020000000","2020年","12422","睦沢町","","6,760","3,259","3,501"
"2020000000","2020年","12423","長生村","","13,803","6,801","7,002"
"2020000000","2020年","12424","白子町","","10,305","5,115","5,190"
"2020000000","2020年","12426","長柄町","","6,721","3,295","3,426"
"2020000000","2020年","12427","長南町","","7,198","3,527","3,671"
"2020000000","2020年","12441","大多喜町","","8,885","4,307","4,578"
"2020000000","2020年","12443","御宿町","","6,874","3,260","3,614"
"2020000000","2020年","12463","鋸南町","","6,993","3,356","3,637"
"2020000000","2020年","13000","東京都","","14,047,594","6,898,388","7,149,206"
"2020000000","2020年","13100","特別区部","","9,733,276","4,774,402","4,958,874"
"2020000000","2020年","13101","千代田区","","66,680","33,637","33,043"
"2020000000","2020年","13102","中央区","","169,179","80,931","88,248"
"2020000000","2020年","13103","港区","","260,486","123,410","137,076"
"2020000000","2020年","13104","新宿区","","349,385","174,822","174,563"
"2020000000","2020年","13105","文京区","","240,069","115,483","124,586"
"2020000000","2020年","13106","台東区","","211,444","108,586","102,858"
"2020000000","2020年","13107","墨田区","","272,085","134,787","137,298"
"2020000000","2020年","13108","江東区","","524,310","258,015","266,295"
"2020000000","2020年","13109","品川区","","422,488","208,688","213,800"
"2020000000","2020年","13110","目黒区","","288,088","135,820","152,268"
"2020000000","2020年","13111","大田区","","748,081","372,464","375,617"
"2020000000","2020年","13112","世田谷区","","943,664","445,592","498,072"
"2020000000","2020年","13113","渋谷区","","243,883","117,907","125,976"
"2020000000","2020年","13114","中野区","","344,880","172,525","172,355"
"2020000000","2020年","13115","杉並区","","591,108","284,301","306,807"
"2020000000","2020年","13116","豊島区","","301,599","151,020","150,579"
"2020000000","2020年","13117","北区","","355,213","176,289","178,924"
"2020000000","2020年","13118","荒川区","","217,475","107,683","109,792"
"2020000000","2020年","13119","板橋区","","584,483","286,179","298,304"
"2020000000","2020年","13120","練馬区","","752,608","361,770","390,838"
"2020000000","2020年","13121","足立区","","695,043","347,408","347,635"
"2020000000","2020年","13122","葛飾区","","453,093","225,758","227,335"
"2020000000","2020年","13123","江戸川区","","697,932","351,327","346,605"
"2020000000","2020年","13201","八王子市","","579,355","291,307","288,048"
"2020000000","2020年","13202","立川市","","183,581","91,191","92,390"
"2020000000","2020年","13203","武蔵野市","","150,149","71,868","78,281"
"2020000000","2020年","13204","三鷹市","","195,391","94,489","100,902"
"2020000000","2020年","13205","青梅市","","133,535","66,654","66,881"
"2020000000","2020年","13206","府中市","","262,790","131,468","131,322"
"2020000000","2020年","13207","昭島市","","113,949","56,639","57,310"
"2020000000","2020年","13208","調布市","","242,614","117,044","125,570"
"2020000000","2020年","13209","町田市","","431,079","210,533","220,546"
"2020000000","2020年","13210","小金井市","","126,074","61,759","64,315"
"2020000000","2020年","13211","小平市","","198,739","97,507","101,232"
"2020000000","2020年","13212","日野市","","190,435","94,918","95,517"
"2020000000","2020年","13213","東村山市","","151,815","73,827","77,988"
"2020000000","2020年","13214","国分寺市","","129,242","62,985","66,257"
"2020000000","2020年","13215","国立市","","77,130","37,515","39,615"
"2020000000","2020年","13218","福生市","","56,414","28,023","28,391"
"2020000000","2020年","13219","狛江市","","84,772","41,043","43,729"
"2020000000","2020年","13220","東大和市","","83,901","41,034","42,867"
"2020000000","2020年","13221","清瀬市","","76,208","36,550","39,658"
"2020000000","2020年","13222","東久留米市","","115,271","55,647","59,624"
"2020000000","2020年","13223","武蔵村山市","","70,829","35,260","35,569"
"2020000000","2020年","13224","多摩市","","146,951","71,611","75,340"
"2020000000","2020年","13225","稲城市","","93,151","46,879","46,272"
"2020000000","2020年","13227","羽村市","","54,326","27,471","26,855"
"2020000000","2020年","13228","あきる野市","","79,292","39,230","40,062"
"2020000000","2020年","13229","西東京市","","207,388","100,992","106,396"
"2020000000","2020年","13303","瑞穂町","","31,765","15,992","15,773"
"2020000000","2020年","13305","日の出町","","16,958","8,267","8,691"
"2020000000","2020年","13307","檜原村","","2,003","983","1,020"
"2020000000","2020年","13308","奥多摩町","","4,750","2,389","2,361"
"2020000000","2020年","13361","大島町","","7,102","3,667","3,435"
"2020000000","2020年","13362","利島村","","327","197","130"
"2020000000","2020年","13363","新島村","","2,441","1,204","1,237"
"2020000000","2020年","13364","神津島村","","1,855","952","903"
"2020000000","2020年","13381","三宅村","","2,273","1,269","1,004"
"2020000000","2020年","13382","御蔵島村","","323","181","142"
"2020000000","2020年","13401","八丈町","","7,042","3,534","3,508"
"2020000000","2020年","13402","青ヶ島村","","169","102","67"
"2020000000","2020年","13421","小笠原村","","2,929","1,805","1,124"
"2020000000","2020年","14000","神奈川県","","9,237,337","4,588,268","4,649,069"
"2020000000","2020年","14100","横浜市","","3,777,491","1,867,305","1,910,186"
"2020000000","2020年","14101","横浜市鶴見区","","297,437","153,438","143,999"
"2020000000","2020年","14102","横浜市神奈川区","","247,267","126,011","121,256"
"2020000000","2020年","14103","横浜市西区","","104,935","53,091","51,844"
"2020000000","2020年","14104","横浜市中区","","151,388","77,135","74,253"
"2020000000","2020年","14105","横浜市南区","","198,157","98,939","99,218"
"2020000000","2020年","14106","横浜市保土ケ谷区","","207,811","101,940","105,871"
"2020000000","2020年","14107","横浜市磯子区","","166,731","82,061","84,670"
"2020000000","2020年","14108","横浜市金沢区","","198,939","97,016","101,923"
"2020000000","2020年","14109","横浜市港北区","","358,530","179,150","179,380"
"2020000000","2020年","14110","横浜市戸塚区","","283,709","138,309","145,400"
"2020000000","2020年","14111","横浜市港南区","","215,248","105,015","110,233"
"2020000000","2020年","14112","横浜市旭区","","245,174","118,260","126,914"
"2020000000","2020年","14113","横浜市緑区","","183,082","90,168","92,914"
"2020000000","2020年","14114","横浜市瀬谷区","","122,623","59,355","63,268"
"2020000000","2020年","14115","横浜市栄区","","120,194","58,513","61,681"
"2020000000","2020年","14116","横浜市泉区","","152,378","73,934","78,444"
"2020000000","2020年","14117","横浜市青葉区","","310,756","150,351","160,405"
"2020000000","2020年","14118","横浜市都筑区","","213,132","104,619","108,513"
"2020000000","2020年","14130","川崎市","","1,538,262","775,772","762,490"
"2020000000","2020年","14131","川崎市川崎区","","232,965","125,091","107,874"
"2020000000","2020年","14132","川崎市幸区","","171,119","86,705","84,414"
"2020000000","2020年","14133","川崎市中原区","","263,683","133,883","129,800"
"2020000000","2020年","14134","川崎市高津区","","234,328","116,338","117,990"
"2020000000","2020年","14135","川崎市多摩区","","221,734","112,978","108,756"
"2020000000","2020年","14136","川崎市宮前区","","233,728","113,386","120,342"
"2020000000","2020年","14137","川崎市麻生区","","180,705","87,391","93,314"
"2020000000","2020年","14150","相模原市","","725,493","362,193","363,300"
"2020000000","2020年","14151","相模原市緑区","","170,207","85,615","84,592"
"2020000000","2020年","14152","相模原市中央区","","273,875","137,167","136,708"
"2020000000","2020年","14153","相模原市南区","","281,411","139,411","142,000"
"2020000000","2020年","14201","横須賀市","","388,078","193,513","194,565"
"2020000000","2020年","14203","平塚市","","258,422","129,056","129,366"
"2020000000","2020年","14204","鎌倉市","","172,710","81,097","91,613"
"2020000000","2020年","14205","藤沢市","","436,905","215,596","221,309"
"2020000000","2020年","14206","小田原市","","188,856","91,321","97,535"
"2020000000","2020年","14207","茅ヶ崎市","","242,389","117,608","124,781"
"2020000000","2020年","14208","逗子市","","57,060","26,719","30,341"
"2020000000","2020年","14210","三浦市","","42,069","20,142","21,927"
"2020000000","2020年","14211","秦野市","","162,439","82,134","80,305"
"2020000000","2020年","14212","厚木市","","223,705","115,343","108,362"
"2020000000","2020年","14213","大和市","","239,169","119,582","119,587"
"2020000000","2020年","14214","伊勢原市","","101,780","51,486","50,294"
"2020000000","2020年","14215","海老名市","","136,516","68,631","67,885"
"2020000000","2020年","14216","座間市","","132,325","66,001","66,324"
"2020000000","2020年","14217","南足柄市","","40,841","20,000","20,841"
"2020000000","2020年","14218","綾瀬市","","83,913","42,581","41,332"
"2020000000","2020年","14301","葉山町","","31,665","14,914","16,751"
"2020000000","2020年","14321","寒川町","","48,348","24,466","23,882"
"2020000000","2020年","14341","大磯町","","31,634","15,411","16,223"
"2020000000","2020年","14342","二宮町","","27,564","13,285","14,279"
"2020000000","2020年","14361","中井町","","9,300","4,664","4,636"
"2020000000","2020年","14362","大井町","","17,129","8,437","8,692"
"2020000000","2020年","14363","松田町","","10,836","5,404","5,432"
"2020000000","2020年","14364","山北町","","9,761","4,826","4,935"
"2020000000","2020年","14366","開成町","","18,329","8,911","9,418"
"2020000000","2020年","14382","箱根町","","11,293","5,423","5,870"
"2020000000","2020年","14383","真鶴町","","6,722","3,124","3,598"
"2020000000","2020年","14384","湯河原町","","23,426","10,884","12,542"
"2020000000","2020年","14401","愛川町","","39,869","20,883","18,986"
"2020000000","2020年","14402","清川村","","3,038","1,556","1,482"
"2020000000","2020年","15000","新潟県","","2,201,272","1,068,670","1,132,602"
"2020000000","2020年","15100","新潟市","","789,275","379,741","409,534"
"2020000000","2020年","15101","新潟市北区","","72,804","35,490","37,314"
"2020000000","2020年","15102","新潟市東区","","134,446","64,388","70,058"
"2020000000","2020年","15103","新潟市中央区","","180,345","86,046","94,299"
"2020000000","2020年","15104","新潟市江南区","","67,972","32,940","35,032"
"2020000000","2020年","15105","新潟市秋葉区","","75,069","36,016","39,053"
"2020000000","2020年","15106","新潟市南区","","43,437","20,977","22,460"
"2020000000","2020年","15107","新潟市西区","","160,656","77,653","83,003"
"2020000000","2020年","15108","新潟市西蒲区","","54,546","26,231","28,315"
"2020000000","2020年","15202","長岡市","","266,936","131,011","135,925"
